id,doi,title,author,year,keywords,venue,abstract,model_answer,model_explanation,version
1808,,"TELLER: A Trustworthy Framework For Explainable, Generalizable and Controllable Fake News Detection",Liu H.; Wang W.; Li H.; Li H.,2024,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,"The proliferation of fake news has emerged as a severe societal problem, raising significant interest from industry and academia. While existing deep-learning based methods have made progress in detecting fake news accurately, their reliability may be compromised caused by the non-transparent reasoning processes, poor generalization abilities and inherent risks of integration with large language models (LLMs). To address this challenge, we propose TELLER, a novel framework for trustworthy fake news detection that prioritizes explainability, generalizability and controllability of models. This is achieved via a dual-system framework that integrates cognition and decision systems, adhering to the principles above. The cognition system harnesses human expertise to generate logical predicates, which guide LLMs in generating human-readable logic atoms. Meanwhile, the decision system deduces generalizable logic rules to aggregate these atoms, enabling the identification of the truthfulness of the input news across diverse domains and enhancing transparency in the decision-making process. Finally, we present comprehensive evaluation results on four datasets, demonstrating the feasibility and trustworthiness of our proposed framework. Our implementation is available at this link. © 2024 Association for Computational Linguistics.",Yes,"The paper titled ""TELLER: A Trustworthy Framework For Explainable, Generalizable and Controllable Fake News Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication in the Proceedings of the Annual Meeting of the Association for Computational Linguistics, indicating that it is a legitimate publication type. The paper directly investigates trustworthy fake news detection in the context of fact-checking, focusing on explainability, generalizability, and controllability of models. Furthermore, the study includes comprehensive evaluation results on four datasets, demonstrating the feasibility and trustworthiness of the proposed framework, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
177,10.1145/3589335.3651914,Towards Fact-check Summarization Leveraging on Argumentation Elements Tied to Entity Graphs,"Hanikov\'{a}, Kate\v{r}ina and Chud\'{a}n, David and Sv\'{a}tek, Vojt\v{e}ch and Vajde\v{c}ka, Peter and Troncy, Rapha\""{e}l and Vencovsk\'{y}, Filip and Syrov\'{a}tkov\'{a}, Jana",2024,"argumentation, entity graph, fact-checking, text summarization",Companion Proceedings of the ACM Web Conference 2024,"Fact-check consumers can have different preferences regarding the amount of text being used for explaining the claim veracity verdict. Dynamically adapting the size of a fact-check report is thus an important functionality for systems designed to convey claim verification explainability. Recent works have experimented with applying transformers-based or LLM-based text summarization methods in a zero-shot or few-shot manner, making use of some existing texts available in the summary parts of fact-check reports (e.g., called ""justification'' in PolitiFact). However, for complex fact-checks, the purely sub-symbolic summarizers tend to either omit some elements of the fact-checker's argumentation chains or include contextual statements that may not be essential at the given level of granularity. In this paper, we propose a new method for enhancing fact-check summarization with the aim of injecting elements of structured fact-checker argumentation. This argumentation is, in turn, not only captured at the discourse level but tied to an entity graph representing the fact-check, for which we employ the PURO diagrammatic language. We have empirically performed a manual analysis of fact-check reports from two fact-checker websites, yielding (1) textual snippets containing the argumentation essence of the fact-check report and (2) categorized argumentation elements tied to entity graphs. These snippets are then fed to a state-of-the-art hybrid summarizer which has previously produced accurate fact-check summaries, as an additional input. We observe mild improvements on various ROUGE metrics, even if the validity of the results is limited given the small size of the dataset. We also compare the human-provided argumentation element categories with those returned, for the given fact-check ground truth summary, using a pre-trained language model upon both basic and augmented prompting. This yields a moderate accuracy as the model often fails to comply with the explicit given instructions.",Yes,"The paper titled ""Towards Fact-check Summarization Leveraging on Argumentation Elements Tied to Entity Graphs"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication in the Companion Proceedings of the ACM Web Conference 2024, indicating that it is a legitimate publication type. The paper directly investigates fact-check summarization and the enhancement of this process through structured fact-checker argumentation tied to entity graphs in the context of fact-checking. Furthermore, the study includes evaluation metrics such as ROUGE metrics to assess the quality of the generated summaries, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
3697,10.1155/2022/6561622,A Natural Language Processing (NLP) Evaluation on COVID-19 Rumour Dataset Using Deep Learning Techniques,Fatima R.; Samad Shaikh N.; Riaz A.; Ahmad S.; El-Affendi M.A.; Alyamani K.A.Z.; Nabeel M.; Ali Khan J.; Yasin A.; Latif R.M.A.,2022,,Computational Intelligence and Neuroscience,"Context and Background: Since December 2019, the coronavirus (COVID-19) epidemic has sparked considerable alarm among the general community and significantly affected societal attitudes and perceptions. Apart from the disease itself, many people suffer from anxiety and depression due to the disease and the present threat of an outbreak. Due to the fast propagation of the virus and misleading/fake information, the issues of public discourse alter, resulting in significant confusion in certain places. Rumours are unproven facts or stories that propagate and promote sentiments of prejudice, hatred, and fear. Objective. The study's objective is to propose a novel solution to detect fake news using state-of-the-art machines and deep learning models. Furthermore, to analyse which models outperformed in detecting the fake news. Method. In the research study, we adapted a COVID-19 rumours dataset, which incorporates rumours from news websites and tweets, together with information about the rumours. It is important to analyse data utilizing Natural Language Processing (NLP) and Deep Learning (DL) approaches. Based on the accuracy, precision, recall, and the f1 score, we can assess the effectiveness of the ML and DL algorithms. Results. The data adopted from the source (mentioned in the paper) have collected 9200 comments from Google and 34,779 Twitter postings filtered for phrases connected with COVID-19-related fake news. Experiment 1. The dataset was assessed using the following three criteria: veracity, stance, and sentiment. In these terms, we have different labels, and we have applied the DL algorithms separately to each term. We have used different models in the experiment such as (i) LSTM and (ii) Temporal Convolution Networks (TCN). The TCN model has more performance on each measurement parameter in the evaluated results. So, we have used the TCN model for the practical implication for better findings. Experiment 2. In the second experiment, we have used different state-of-the-art deep learning models and algorithms such as (i) Simple RNN; (ii) LSTM + Word Embedding; (iii) Bidirectional + Word Embedding; (iv) LSTM + CNN-1D; and (v) BERT. Furthermore, we have evaluated the performance of these models on all three datasets, e.g., veracity, stance, and sentiment. Based on our second experimental evaluation, the BERT has a superior performance over the other models compared. © 2022 Rubia Fatima et al.",Yes,"The paper titled ""A Natural Language Processing (NLP) Evaluation on COVID-19 Rumour Dataset Using Deep Learning Techniques"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed journal article, as indicated by its publication in ""Computational Intelligence and Neuroscience"", indicating that it is a legitimate publication type. The paper directly investigates the detection of fake news using deep learning models in the context of COVID-19 rumors, which falls under the domain of fact-checking. Furthermore, the study includes evaluation metrics such as accuracy, precision, recall, and F1 score to assess the effectiveness of the machine learning and deep learning algorithms, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
7464,,Check it out: Politics and neural networks,Lai Y.K.; Khattar D.; Kumar V.; Mishra A.; Varma V.,2018,Attention Mechanism; Bidirectional LSTM; Fact Checking,CEUR Workshop Proceedings,"The task of fact-checking has been formalised as the assessment of the truthfulness of a claim. Be it a political proclamation or a technological development, verification of a new tidbit of information before its propagation to the general public is of utmost importance. Failing to do so leads to the spread of misinformation, which is a devious tool. Fact-checking is commonly performed by journalists, manually looking up information pertaining to the statement in question. This is a drawn out and tedious process with a chance of the concerned person not covering the domain exhaustively. Some of this effort is reduced by the use of knowledge bases created over a period of time. In this work under Task 2 (Factuality) of the CLEF 2018 CheckThat! Lab, we detail a neural network based methodology which models the textual data of a claim based on various representations of its words and characters. An affixed attention mechanism allows us to encapsulate linguistic features common in false claims. We achieve an accuracy of 39.57% on the task dataset.",Yes,"The paper titled ""Check it out: Politics and neural networks"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication in CEUR Workshop Proceedings, indicating that it is a legitimate publication type. The paper directly investigates a neural network-based methodology for fact-checking, specifically modeling textual data of claims and utilizing an attention mechanism to encapsulate linguistic features common in false claims, in the context of fact-checking. Furthermore, the study includes evaluation metrics, such as achieving an accuracy of 39.57% on the task dataset, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
1777,,MetaSumPerceiver: Multimodal Multi-Document Evidence Summarization for Fact-Checking,Chen T.-C.; Tang C.-W.; Thomas C.,2024,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,"Fact-checking real-world claims often requires reviewing multiple multimodal documents to assess a claim's truthfulness, which is a highly laborious and time-consuming task. In this paper, we present a summarization model designed to generate claim-specific summaries useful for fact-checking from multimodal, multi-document datasets. The model takes inputs in the form of documents, images, and a claim, with the objective of assisting in fact-checking tasks. We introduce a dynamic perceiver-based model that can handle inputs from multiple modalities of arbitrary lengths. To train our model, we leverage a novel reinforcement learning-based entailment objective to generate summaries that provide evidence distinguishing between different truthfulness labels. To assess the efficacy of our approach, we conduct experiments on both an existing benchmark and a new dataset of multi-document claims that we contribute. Our approach outperforms the SOTA approach by 4.6% in the claim verification task on the MOCHEG dataset and demonstrates strong performance on our new Multi-News-Fact-Checking dataset. © 2024 Association for Computational Linguistics.",Yes,"The paper titled ""MetaSumPerceiver: Multimodal Multi-Document Evidence Summarization for Fact-Checking"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication in the Proceedings of the Annual Meeting of the Association for Computational Linguistics, indicating that it is a legitimate publication type. The paper directly investigates multimodal multi-document evidence summarization for fact-checking in the context of assessing claim truthfulness, which aligns with the direct evaluation criterion. Furthermore, the study includes evaluation metrics such as outperforming the state-of-the-art approach by 4.6% in the claim verification task on the MOCHEG dataset and demonstrates strong performance on the new Multi-News-Fact-Checking dataset, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
3628,10.1063/5.0110601,Using machine learning and robotic process automation for misinformation detection on Twitter: Analysing the tweets on Covid-19 pandemic,Lahoti P.; Prasad S.,2022,Content-Based Image Retrieval; Covid-19; Google Cloud Vision; Machine Learning; Misinformation Detection; Natural Language Processing; Robotic Process Automation; Social Media; Twitter,AIP Conference Proceedings,"Social media is a place where vast data is continually generated. These days news first surfaces on micro blogs before it pass to major media outlets. Micro blogging websites are rich sources of information, and Twitter is one of the micro blogging interfaces. Twitter is also much used to share information with other social network users. Event detection systems based on Twitter can get information from a huge number of tweets posted by users. It is among the main reasons Twitter is considered an effective source of data as it can provide substantial near real-time data to identify incidents. However, it also creates a low perception problem; this means that systems fail to identify events correctly if too much false information is included, which is called rumor. Rumor can be characterized as a proclamation whose real or true value is unverifiable or intentionally false. Rumor detection has recently been studied to allow for accurate event detection. Rumors can propagate to millions of users quickly without fact-checking, and it may cause significant harm. More precisely, the current technique detects rumors by identifying and analyzing the content of the tweet, retweets count, sentiment of the tweet, follower count, etc., from the Twitter metadata, which can be useful for classifying it as rumor or non-rumor. A systematic literature review of existing research work on various machine learning techniques for misinformation detection was carried out to arrive at the optimal approach that can be taken for the paper. In this paper, tweets during the Covid-19 situation have been taken into account for misinformation detection. In this research, a two-way approach has been taken to classify Twitter messages (Tweets) as rumor or non-rumor related. The first approach is text-based analysis, while the other is media-based analysis. For the first approach, different machine learning classifiers were performed and evaluated based on the F1-score. In the second approach, tweets containing images are extracted for Web Detection using Robotic Process Automation. In this, Google Cloud Vision is used to match specified images with the images on the web to find their original or multiple sources and, thereby, authenticity. In this way, text-based and media-based messages containing falsified details can be detected. © 2022 Author(s).",Yes,"The paper titled ""Using machine learning and robotic process automation for misinformation detection on Twitter: Analysing the tweets on Covid-19 pandemic"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication in AIP Conference Proceedings, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for detecting misinformation on Twitter, specifically through text-based and media-based analyses, in the context of fact-checking during the Covid-19 pandemic. Furthermore, the study includes evaluation metrics such as the F1-score for assessing the performance of machine learning classifiers, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
896,10.1109/TCSS.2023.3246479,OptNet-Fake: Fake News Detection in Socio-Cyber Platforms Using Grasshopper Optimization and Deep Neural Network,Kumar S.; Kumar A.; Mallik A.; Singh R.R.,2024,Convolutional neural network (CNN); fake news detection; feature selection; grasshopper optimization algorithm (GOA); term frequency inverse document frequency (TF-IDF),IEEE Transactions on Computational Social Systems,"Exposure to half-truths or lies has the potential to undermine democracies, polarize public opinion, and promote violent extremism. Identifying the veracity of fake news is a challenging task in distributed and disparate cyber-socio platforms. To enhance the trustworthiness of news on these platforms, in this article, we put forward a fake news detection model, OptNet-Fake. The proposed model is architecturally a hybrid that uses a meta-heuristic algorithm to select features based on usefulness and trains a deep neural network to detect fake news in social media. The d -D feature vectors for the textual data are initially extracted using the term frequency inverse document frequency (TF-IDF) weighting technique. The extracted features are then directed to a modified grasshopper optimization (MGO) algorithm, which selects the most salient features in the text. The selected features are then fed to various convolutional neural networks (CNNs) with different filter sizes to process them and obtain the n -gram features from the text. These extracted features are finally concatenated for the detection of fake news. The results are evaluated for four real-world fake news datasets using standard evaluation metrics. A comparison with different meta-heuristic algorithms and recent fake news detection methods is also done. The results distinctly endorse the superior performance of the proposed OptNet-Fake model over contemporary models across various datasets. © 2014 IEEE.",Yes,"The paper titled ""OptNet-Fake: Fake News Detection in Socio-Cyber Platforms Using Grasshopper Optimization and Deep Neural Network"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed journal article, as indicated by its publication in IEEE Transactions on Computational Social Systems, indicating that it is a legitimate publication type. The paper directly investigates fake news detection using a hybrid model combining grasshopper optimization and deep neural networks in the context of fact-checking. Furthermore, the study includes standard evaluation metrics to assess the performance of the proposed OptNet-Fake model, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
3673,10.1007/978-981-19-8234-7_1,G-Fake: Tell Me How It is Shared and I Shall Tell You If It is Fake,Abbassi Saber N.; Guerraoui R.; Kermarrec A.-M.; Maurer A.,2022,Fake news detection; Graph embedding; Influence graph,Communications in Computer and Information Science,"The propagation of fake news is an increasingly serious concern in social platforms, and designing methods to automatically detect them and limit their spread is an important research challenge. Most existing methods rely on inspecting the content of news to decide on their veracity, but this information is not always available. In this paper, we present G-Fake (Graph-Fake), the first fake-news detection method that is entirely network-based. G-Fake only relies on the sharing history of news items. It does not assume any information on the content of these items (e.g. text or pictures), nor on the trustworthiness of users. In fact, G-Fake does not even require access to the underlying social graph, nor to the interactions between users. Our experimental evaluation conducted on real-world data shows that G-Fake can limit the spread of fake news in the earliest stages of propagation with an accuracy of 96.8%. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",Yes,"The paper titled ""G-Fake: Tell Me How It is Shared and I Shall Tell You If It is Fake"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed publication in the Communications in Computer and Information Science series, indicating that it is a legitimate publication type. The paper directly investigates fake news detection using a network-based approach, specifically through graph embedding and influence graphs, in the context of fact-checking. Furthermore, the study includes an experimental evaluation with a reported accuracy of 96.8%, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
873,10.1007/978-3-031-58495-4_28,Multilingual Fake News Detection in Low-Resource Languages: A Comparative Study Using BERT and GPT-3.5,Anirudh K.; Srikanth M.; Shahina A.,2024,BERT; Classification; Fake news detection; Fine-tuning; GPT-3.5; Low-resource languages; Multilingual,Communications in Computer and Information Science,"This paper presents a novel attempt at evaluating the authenticity of Tamil news headlines using large language models (LLMs) and evaluating it besides transformer models and existing machine learning results. To tackle this classification task, two potent models—the transformer-based BERT and the LLM, gpt-3.5-turbo—are deployed and fine-tuned to distinguish genuine from fabricated news headlines. Through careful fine-tuning and training of BERT, m-BERT, and GPT-3.5-Turbo, we assess their effectiveness, contrasting a bi-directional transformer with a generative transformer for fake news classification. Careful selection leads us to training based on three types of inputs: (1) Tamil news with English translations and author information; (2) Tamil news with author information only; and (3) English news with author information only. Our evaluation yields intriguing insights, showing that models trained on inputs with English versions consistently outperform those relying solely on Tamil text. Performance metrics, including accuracy, precision, recall, and F1-score, imply the superiority of the LLM -based gpt-3.5-turbo, achieving an accuracy of 0.92, precision of 0.902, recall of 0.949, and F1-score of 0.925. This highlights the effectiveness of LLMs in Tamil fake news classification. Moreover, these findings stress the significance of multilingual data processing for bolstering the accuracy of news headline classification systems. They also provide valuable insights for enhancing the reliability and precision of fake news detection systems in multilingual environments. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",Yes,"The paper titled ""Multilingual Fake News Detection in Low-Resource Languages: A Comparative Study Using BERT and GPT-3.5"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication in the Communications in Computer and Information Science series, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for detecting fake news headlines using large language models (LLMs) like BERT and GPT-3.5 in the context of fact-checking. Furthermore, the study includes evaluation metrics such as accuracy, precision, recall, and F1-score, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
3707,10.1109/ICICCS53718.2022.9788271,Empirical Framework for Automatic Detection of Neural and Human Authored Fake News,Gupta A.; Singhal A.; Mahajan A.; Jolly A.; Kumar S.,2022,Adversarial Attack; BERT; COVID-19; CT-BERT; Fake News; GPT-2; Human-authored News; Machine-generated News; Neural News,"Proceedings - 2022 6th International Conference on Intelligent Computing and Control Systems, ICICCS 2022","The evolution of digitization and technology has increased the amount of data shared online, inevitably leading to the spread of false information. The issue has skyrocketed as COVID-19 spread across the globe and carried with it a sea-full of fake news. Recent technological advances, such as automatic text generators, have exacerbated the problem by interpolating synthetic text into the fake news. Current fake news detection approaches do not take into account the validity of synthetic news (machine-generated news), thus classifying all machine-generated material as fake. In this paper, the first-ever synthetic news classification model using CT-BERT is implemented, and a framework is proposed that not only distinguishes between human-authored and machine-generated text, but also considers the veracity of text to detect fake news. Moreover, a novel COVID-19 based synthetically generated dataset has been introduced by fusing synthetic text generated by GPT-2 and Grover model. Further, whether the GPT-2 and Grover models are vulnerable to adversarial attacks or not has been investigated. An accuracy of 98.2% and 92.4% respectively in the fake news classification of human-authored and machine-generated text have been achieved. © 2022 IEEE.",Yes,"The paper titled ""Empirical Framework for Automatic Detection of Neural and Human Authored Fake News"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication in the Proceedings - 2022 6th International Conference on Intelligent Computing and Control Systems, ICICCS 2022, indicating that it is a legitimate publication type. The paper directly investigates the automatic detection of fake news, distinguishing between human-authored and machine-generated text, and considering the veracity of text to detect fake news in the context of fact-checking. Furthermore, the study includes evaluation metrics such as accuracy, achieving 98.2% and 92.4% respectively in the fake news classification of human-authored and machine-generated text, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
6470,10.1155/2019/9236910,Visual and Textual Analysis for Image Trustworthiness Assessment within Online News,Lago F.; Phan Q.-T.; Boato G.; Venčkauskas A.,2019,,Security and Communication Networks,"The majority of news published online presents one or more images or videos, which make the news more easily consumed and therefore more attractive to huge audiences. As a consequence, news with catchy multimedia content can be spread and get viral extremely quickly. Unfortunately, the availability and sophistication of photo editing software are erasing the line between pristine and manipulated content. Given that images have the power of bias and influence the opinion and behavior of readers, the need of automatic techniques to assess the authenticity of images is straightforward. This paper aims at detecting images published within online news that have either been maliciously modified or that do not represent accurately the event the news is mentioning. The proposed approach composes image forensic algorithms for detecting image tampering, and textual analysis as a verifier of images that are misaligned to textual content. Furthermore, textual analysis can be considered as a complementary source of information supporting image forensics techniques when they falsely detect or falsely ignore image tampering due to heavy image postprocessing. The devised method is tested on three datasets. The performance on the first two shows interesting results, with F1-score generally higher than 75%. The third dataset has an exploratory intent; in fact, although showing that the methodology is not ready for completely unsupervised scenarios, it is possible to investigate possible problems and controversial cases that might arise in real-world scenarios. © 2019 Federica Lago et al.",Yes,"The paper titled ""Visual and Textual Analysis for Image Trustworthiness Assessment within Online News"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed journal article, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing image trustworthiness within online news, specifically detecting images that have been maliciously modified or do not accurately represent the event being reported, in the context of fact-checking. Furthermore, the study includes evaluation metrics such as the F1-score, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
3337,10.1145/3555611,Who's in the Crowd Matters: Cognitive Factors and Beliefs Predict Misinformation Assessment Accuracy,"Kaufman, Robert A. and Haupt, Michael Robert and Dow, Steven P.",2022,"social media, misinformation, crowdsourcing, bias",Proc. ACM Hum.-Comput. Interact.,"Misinformation runs rampant on social media and has been tied to adverse health behaviors such as vaccine hesitancy. Crowdsourcing can be a means to detect and impede the spread of misinformation online. However, past studies have not deeply examined the individual characteristics - such as cognitive factors and biases - that predict crowdworker accuracy at identifying misinformation. In our study (n = 265), Amazon Mechanical Turk (MTurk) workers and university students assessed the truthfulness and sentiment of COVID-19 related tweets as well as answered several surveys on personal characteristics. Results support the viability of crowdsourcing for assessing misinformation and content stance (i.e., sentiment) related to ongoing and politically-charged topics like the COVID-19 pandemic, however, alignment with experts depends on who is in the crowd. Specifically, we find that respondents with high Cognitive Reflection Test (CRT) scores, conscientiousness, and trust in medical scientists are more aligned with experts while respondents with high Need for Cognitive Closure (NFCC) and those who lean politically conservative are less aligned with experts. We see differences between recruitment platforms as well, as our data shows university students are on average more aligned with experts than MTurk workers, most likely due to overall differences in participant characteristics on each platform. Results offer transparency into how crowd composition affects misinformation and stance assessment and have implications on future crowd recruitment and filtering practices.",Yes,"The paper titled ""Who's in the Crowd Matters: Cognitive Factors and Beliefs Predict Misinformation Assessment Accuracy"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication in Proc. ACM Hum.-Comput. Interact., indicating that it is a legitimate publication type. The paper directly investigates the assessment of misinformation and truthfulness in the context of fact-checking on social media platforms, specifically through crowdsourcing methods. Furthermore, the study includes an examination of how individual characteristics such as cognitive factors and biases predict crowdworker accuracy at identifying misinformation, which contributes to the understanding of how to evaluate truthfulness in this domain. Although it does not explicitly mention traditional evaluation metrics like accuracy or precision, its focus on predicting assessment accuracy and alignment with expert opinions offers valuable insights into the conceptual framework for evaluating truthfulness in fact-checking. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
1805,,OE-MDL: Optimized Ensemble Machine and Deep Learning for Fake News Detection,Ganpat R.R.; Ramnath S.V.,2024,Fack news; Ibk; J48; LSTM; NaiveBayes; OE-MDL; RandomForest; SMO,International Journal of Intelligent Systems and Applications in Engineering,"The escalating spread of fake news in the modern digital landscape has sparked significant concerns over the reliability and integrity of online content. Identifying and mitigating fake news is critical for protecting individuals, organizations, and broader society from the adverse effects of misinformation. However, conventional fake news detection methods, such as rule-based systems, supervised machine learning, and natural language processing (NLP) techniques, are impeded by notable drawbacks. Rule-based strategies are rigid and inflexible, supervised learning models often fail to generalize beyond their training data, and NLP methods struggle to fully understand the subtleties and context of language. In response to these challenges, this study presents the Optimized Ensemble Machine and Deep Learning (OE-MDL) algorithm, a sophisticated approach designed to efficiently and accurately detect fake news. The OE-MDL algorithm enhances detection capabilities by incorporating a series of preprocessing steps: converting text to lowercase, tokenization, eliminating stop words, applying word stemming and lemmatization, and conducting spell-checks. It also involves generating n-grams and calculating term frequency-inverse document frequency (TF-IDF) scores, capturing a wide spectrum of linguistic and statistical features that help distinguish between genuine and fraudulent news. The OE-MDL framework enhances classification precision and robustness by integrating optimized machine learning (OML) and optimized deep learning (ODL) phases. In the OML phase, advanced classifiers, including optimized RandomForest, J48, SMO, LSTM, NaiveBayes, and IBk, are amalgamated with an optimized Multilayer Perceptron serving as the Meta classifier. This amalgamation forms the foundation for a bagging classifier, which is then utilized within an AdaBoostM1 boosting classifier. Similarly, the ODL phase employs a Dl4jMlpClassifier as a basis for another bagging and AdaBoostM1 boosting sequence. The OML and ODL classifiers are then synergized through a blending classifier using weighted voting to accurately categorize the training data. The well-trained blending classifier is subsequently deployed to determine the authenticity of news articles in the test dataset. Empirical results underscore the superior performance of the OE-MDL algorithm, achieving unprecedented accuracy (99.87%), precision (99.88%), recall (95.87%), and F1-Score (99.96%). This performance indicates that the OE-MDL algorithm is an exceptionally effective tool in the ongoing battle against the proliferation of fake news, providing a robust and reliable means of upholding the integrity of information in the digital age. © 2024, Ismail Saritas. All rights reserved.",Yes,"The paper titled ""OE-MDL: Optimized Ensemble Machine and Deep Learning for Fake News Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed journal article, as indicated by its publication in the International Journal of Intelligent Systems and Applications in Engineering, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for detecting fake news, specifically through the development and evaluation of the Optimized Ensemble Machine and Deep Learning (OE-MDL) algorithm, in the context of fact-checking. Furthermore, the study includes specific evaluation metrics such as accuracy, precision, recall, and F1-Score, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
2401,10.1109/ICACCS57279.2023.10112856,An Enhanced Approach for Fake News Detection using Ensemble Techniques,Gethsia P.; Juliet S.,2023,Accuracy; Ensemble learners; Fake news detection; Machine Learning; Natural Language Processing; Social Media; Voting Classifier,"2023 9th International Conference on Advanced Computing and Communication Systems, ICACCS 2023","The internet has made it possible for people to access news and information from all over the world, at any time and from any device. Because of the increased use of social media outlets like Twitter and Facebook, news can reach thousands of people in a very short time. It is challenging to find informative content since false information is provided to lead readers to believe false ads. Additionally, Spammers frequently lure readers to click on links that lead to phony websites by using spectacular news headlines. A hybrid approach incorporating ensemble learning with natural language processing should be used to solve this issue. This paper offers a concept and a mechanism for identifying false news using an enhanced machine learning-based approach with a voting classifier. The ensemble learning model helps us to mitigate the individual faults of various models while utilizing their combined strengths to identify patterns in the datasets. By aggregating data points from various domains, classifiers can automatically identify false news and the authenticity of news after being trained on a data set. Improved accuracy, robustness, adaptability, and interpretability are the outcomes of the voting classifier. © 2023 IEEE.",Yes,"The paper titled ""An Enhanced Approach for Fake News Detection using Ensemble Techniques"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates fake news detection using ensemble techniques and machine learning in the context of fact-checking. Furthermore, the study includes evaluation metrics such as accuracy, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
