id,doi,title,author,year,keywords,venue,abstract,model_answer,model_explanation,version
2266,10.1016/j.surg.2023.04.015,Can triclosan-coated sutures reduce the postoperative rate of wound infection? Data from a systematic review and meta-analysis,Otto-Lambertz C.; Decker L.; Adams A.; Yagdiran A.; Eysel P.,2023,,Surgery (United States),"Background: Wound infections are typical postoperative complications with considerable therapeutic consequences and high personnel and financial costs. Previous meta-analyses have shown that triclosan-coated sutures can reduce the risk of postoperative wound infection. This work aimed to update previous meta-analyses with a special focus on different subgroups. Methods: A systematic review with meta-analysis was performed (registration: PROSPERO 2022 CRD42022344194). The search was independently performed in the Web of Science, PubMed, and Cochrane databases by 2 reviewers. A critical methods review of all included full texts took place. The trustworthiness of the evidence was assessed using the Grading of Recommendations, Assessment, Development, and Evaluation method. An analysis of the cost-effectiveness of the suture material was carried out. Results: In this meta-analysis of 29 randomized controlled trials, the use of triclosan-coated suture material resulted in a significant reduction of postoperative wound infection rate (24%) (random-effects model; risk ratio: 0.76; 95% confidence interval: [0.67–0.87]). The effect was evident in the subgroups according to wound contamination class, underlying oncologic disease, and pure preoperative antibiotic prophylaxis. In the subgroup analysis by the operating department, the significant effect was visible only in the abdominal surgery group. Conclusion: Based on the randomized controlled clinical trials reviewed, triclosan-coated sutures reduced postoperative wound infection rates in the main study and most subgroups. Additional costs of up to 12 euros for the coated suture material appear to be justified to generate an economic benefit for the hospital by reducing postoperative wound infections. The additional socioeconomic benefit of reducing wound infection rates was not investigated here. © 2023 Elsevier Inc.",No,,prompt-CoT
10085,10.1080/00032719.2012.677971,Chemical Fingerprint Analysis for Quality Control of Herba Ephedrae Based on HPLC-DAD Combined with Chemometrics Methods,Ren X.; Liang Y.; Li X.; Yi H.; Zhang Z.,2012,Fingerprint; Herba Ephedrae; Hierarchical clustering analysis (HCA); HPLC-DAD; Similarity analysis,Analytical Letters,"A method based on high performance liquid chromatography with photodiode array detector (HPLC-DAD) was developed for chemical fingerprinting analysis of Herba Ephedrae. The index of chromatographic fingerprint's information content was utilized to optimize the fingerprint detection conditions, which reduced the time of analysis and increased the veracity of analysis greatly. Then, the similarity analysis of fingerprints was used in quality consistency evaluation of Herba Ephedrae samples. Moreover, hierarchical clustering analysis (HCA) was applied to classify the samples according to their sources and varieties. In addition, the overlapped chromatographic peaks were resolved with the help of heuristic evolving latent projection (HELP) method in order to gain the better quantitative evaluation. The results indicated that the samples could be successfully grouped in accordance with their varieties and sources. Furthermore, five marker constituents were firstly screened out to be the main chemical markers, which importantly contribute to the classification of Herba Ephedrae samples. This investigation shows that the developed methodology can be generalized to the research of quality control of herbal medicines. © 2012 Copyright Taylor and Francis Group, LLC.",No,,prompt-CoT
6696,10.3390/info10090280,Constructing and visualizing high-quality classifier decision boundary maps,"Rodrigues F.C.M.; Espadoto M.; Hirata R., Jr.; Telea A.C.",2019,Dimensionality reduction; Image-based visualization; Machine learning,Information (Switzerland),"Visualizing decision boundaries of machine learning classifiers can help in classifier design, testing and fine-tuning. Decision maps are visualization techniques that overcome the key sparsity-related limitation of scatterplots for this task. To increase the trustworthiness of decision map use, we perform an extensive evaluation considering the dimensionality-reduction (DR) projection techniques underlying decision map construction. We extend the visual accuracy of decision maps by proposing additional techniques to suppress errors caused by projection distortions. Additionally, we propose ways to estimate and visually encode the distance-to-decision-boundary in decision maps, thereby enriching the conveyed information. We demonstrate our improvements and the insights that decision maps convey on several real-world datasets. © 2019 by the authors.",No,,prompt-CoT
7876,10.1016/j.talanta.2017.05.036,Quantification of Coffea arabica and Coffea canephora var. robusta concentration in blends by means of synchronous fluorescence and UV-Vis spectroscopies,Dankowska A.; Domagała A.; Kowalewski W.,2017,Coffee authenticity; Data fusion; Fluorescence spectroscopy; Food fraud; Multivariate data analysis; UV-Vis spectroscopy,Talanta,"The potential of fluorescence, UV-Vis spectroscopies as well as the low- and mid-level data fusion of both spectroscopies for the quantification of concentrations of roasted Coffea arabica and Coffea canephora var. robusta in coffee blends was investigated. Principal component analysis was used to reduce data multidimensionality. To calculate the level of undeclared addition, multiple linear regression (PCA-MLR) models were used with lowest root mean square error of calibration (RMSEC) of 3.6% and root mean square error of cross-validation (RMSECV) of 7.9%. LDA analysis was applied to fluorescence intensities and UV spectra of Coffea arabica, canephora samples, and their mixtures in order to examine classification ability. The best performance of PCA-LDA analysis was observed for data fusion of UV and fluorescence intensity measurements at wavelength interval of 60 nm. LDA showed that data fusion can achieve over 96% of correct classifications (sensitivity) in the test set and 100% of correct classifications in the training set, with low-level data fusion. The corresponding results for individual spectroscopies ranged from 90% (UV-Vis spectroscopy) to 77% (synchronous fluorescence) in the test set, and from 93% to 97% in the training set. The results demonstrate that fluorescence, UV, and visible spectroscopies complement each other, giving a complementary effect for the quantification of roasted Coffea arabica and Coffea canephora var. robusta concentration in blends. © 2017 Elsevier B.V.",No,,prompt-CoT
2621,10.1109/SCSET58950.2023.00090,Collision Detection Technique Based on the Spatial Decomposition Method,Zhao W.; Qu H.,2023,collision detection; hybrid surround box; parallel technology; spatial decomposition,"Proceedings - 2023 International Seminar on Computer Science and Engineering Technology, SCSET 2023","In this paper, we propose a collision detection algorithm for a dynamic simulation system. This algorithm first conducts global search for obj ects, optimizes global detection through spatial decomposition, and uses spatial segmentation technology to map objects to spatial grids and quickly exclude adjacent but disjoint objects. In the process of accurate collision detection, the data structure of the hash table is used to save the geometric information of the objects, and the parallel algorithm is used to update the hash table to further improve the rate of the parallel algorithm. The experiment shows that the algorithm can ensure the authenticity of flexible fabric collision detection, and the space complexity and time complexity are relatively low, which can solve the flexible fabric simulation problem of time-consuming and large space. © 2023 IEEE.",No,,prompt-CoT
7016,10.3233/978-1-61499-927-0-809,Identity Authentication Scheme for Information Non-Repudiation in Blockchain: An Overview.,Yifan Xu:::Jun Zhu:::Weidong Fang:::Yufeng Zhao:::Lei Huang,2018,,/ FSDM,"<jats:p>Since its inception, the security of the blockchain technology has drawn all kinds of attention. Although there are some researches on the security of blockchain, there is no specific security study on non-repudiation of this field. In this paper, we introduce the identity authentication ensuring non-repudiation in the blockchain, security and performance of different authentications in blockchain are analyzed too. Then this paper provides a comprehensive introduction to the identity authentication, reviews some special authentication schemes and enhancement solutions of identity authentication proposed by different researchers, and finally suggests some future helpful directions and references toward this field.</jats:p>",No,,prompt-CoT
1216,10.1111/mcn.13725,Food security during pregnancy: A qualitative content analysis study in Iran,Bagheri M.; Lamyian M.; Sadighi J.; Ahmadi F.; Mohammadi-Nasrabadi F.,2024,content analysis; food security; Iran; pregnancy; qualitative study,Maternal and Child Nutrition,"Food security during pregnancy is crucial for safeguarding the health of expectant mothers and optimizing prenatal outcomes. Food insecurity can manifest in varying degrees, ranging from moderate disruptions to the quality and diversity of diet to severe cases that disrupt dietary patterns and reduce overall food intake. Limited information exists regarding food security among pregnant women in Iran. Therefore, this qualitative study aims to investigate food security during pregnancy from the perspectives of pregnant women (n = 17) and experts in food security (n = 6). Data were collected through purposeful sampling and 23 semi-structured interviews. The data analysis process occurred concurrently with data collection, employing a conventional content analysis approach. The findings underwent rigorous evaluation based on credibility, confirmability, dependability, transferability and authenticity. The results revealed that access to quality foods in pregnancy depends on the sustainability of food resources, economic access to food, the family's food budget, pregnant women's utilization of food due to pregnancy conditions, their nutritional literacy and cultural practices. Pregnant women employ various strategies to cope with food insecurity and require social and governmental support to manage it effectively. Therefore, it is suggested that health care authorities initially assess the level of food security among pregnant women and subsequently, through equitable food distribution, reform culture and increase food literacy, providing practical and informative educational programmes, and structured support, improve their food security. © 2024 The Author(s). Maternal & Child Nutrition published by John Wiley & Sons Ltd.",No,,prompt-CoT
4653,10.1109/ICTC52510.2021.9620961,Towards Context-Aware Smart Contracts for Blockchain IoT Systems,Ngwira L.; Merlec M.M.; Lee Y.K.; In H.P.,2021,Blockchain; context-aware system; internet of things (IoT); smart contract; smart grid home area network,International Conference on ICT Convergence,"Context-awareness is very essential for blockchain-based IoT systems to guarantee successful system operations, even in presence of frequent external environment changes. However, current blockchain-based IoT solutions lack the adaptive ability required to accommodate external environment context changes during the system runtime. In this paper, we propose a context-aware smart contract system using rule-based reasoning for efficient energy consumption and environmental sustainability in blockchain-based IoT systems. Using smart contracts, the system collects contextual information, analyzes it by considering suitable control rules to perform required actions. To guarantee data authenticity and integrity, all transaction history and logs are stored in the blockchain-based distributed ledger for immutable data provenance evidence, accountability, and traceability. A smart grid home area network-based prototype was implemented on top of the Quorum blockchain to prove the feasibility of our concept. Besides, the performance evaluation of the experimental results shows that our system efficiently reduced energy consumption while maintaining environmental sustainability.  © 2021 IEEE.",No,,prompt-CoT
967,10.1109/AiDAS63860.2024.10730339,Consistent Fuzzy Preference Relation Method to Evaluate the Weightage for Malay Translated Hadith Expert Judgment,Bin Rodzman S.B.; Khalif K.M.N.K.,2024,Consistent Fuzzy Preference Relation; Expert Judgment; Information Retrieval; Malay Translated Hadith; Ranking Function,"2024 5th International Conference on Artificial Intelligence and Data Sciences, AiDAS 2024 - Proceedings","This study aims to assess the importance of several groups of people and hadith experts' perspectives pertaining to the Malaysian scenario and determine their exact rank and weightage in the Malay Translated Hadith Expert Judgment (MTHEJ) using Consistent Fuzzy Preference Relation (CFPR). The weightage then will be used as a variable in the calculation process of Expert Judgment Z-Numbers as a Ranking Indicator for the Malay Information Retrieval System (MIR). The Malay Translated Hadith Expert Judgment is crucial in order to determine the hadith document's authenticity and relevance according to the query supplied from the user in MIR. There are five categories of people namely 'Normal User', 'Certificate and Islamic School', 'Diploma and Degree', 'Master', 'Ph.D.' involved in this assessment. Based on the obtained data, the seven-step computations which adapt from state-of-the-art references are applied to evaluate the weightage of their Expert Judgment and rank them. The finding showed that the 'Ph.D.' category has the highest rank and weightage, thus becoming the most important group in MTHEJ.  © 2024 IEEE.",No,,prompt-CoT
8514,10.1093/infdis/jiw281,Digital pharmacovigilance and disease surveillance: Combining traditional and big-data systems for better public health,Salathé M.,2016,Digital epidemiology; Disease surveillance; Pharmagovigilance; Twitter,Journal of Infectious Diseases,"The digital revolution has contributed to very large data sets (ie, big data) relevant for public health. The two major data sources are electronic health records from traditional health systems and patient-generated data. As the two data sources have complementary strengths-high veracity in the data from traditional sources and high velocity and variety in patient-generated data-they can be combined to build more-robust public health systems. However, they also have unique challenges. Patient-generated data in particular are often completely unstructured and highly context dependent, posing essentially a machine-learning challenge. Some recent examples from infectious disease surveillance and adverse drug event monitoring demonstrate that the technical challenges can be solved. Despite these advances, the problem of verification remains, and unless traditional and digital epidemiologic approaches are combined, these data sources will be constrained by their intrinsic limits. © The Author 2016.",No,,prompt-CoT
1455,10.1177/15347354241226625,Initiating and Maintaining Complete Decongestive Therapy Self-Management of Lymphedema Among Breast Cancer Survivors: Descriptive Qualitative Study,Sun Y.; Fu M.R.; Jiang Y.; Little A.S.,2024,cancer survivorship; chronic illness; patient engagement; person-centered care; self-management,Integrative Cancer Therapies,"Purpose: This study aimed to identify determinants that promote the initiation and maintenance of complete decongestive therapy (CDT) as well as effective strategies for mitigating barriers to self-management of lymphedema among breast cancer survivors. Methods: A descriptive and qualitative design was used. In-depth interviews were conducted with 13 breast cancer survivors who were managing breast cancer-related lymphedema. Interviews were transcribed verbatim. An iterative descriptive data analysis method was employed to examine the data, compare codes, challenge interpretations, and inductively identify themes. Results: A realization that lymphedema requires daily self-management was the primary determinant leading breast cancer survivors to initiate CDT self-management. The determinants for maintaining daily CDT self-management included the perceived effectiveness of CDT, being willing to assume accountability, and perceived efficacy to undertake CDT. Developing strategies to integrate CDT regimens into daily life is key to maintaining CDT self-management of lymphedema. Three core concepts mediate initiation and maintenance of CDT self-management: understanding lymphedema as a chronic condition that can be managed with CDT self-management, being worried about lymphedema exacerbation, and having support from patient peers and family. Conclusions: Interventions should be tailored to promote the initiation and maintenance of CDT self-management. While clinicians provided knowledge-based and clinical skills-based information, patient peers provided daily life examples, and real-life implementation strategies for CDT self-management. Ongoing patient-provider and patient-peer communication functioned as effective support for maintaining CDT self-management. Reliable and realistic methods of symptom self-assessment are important for maintaining CDT at home. © The Author(s) 2024.",No,,prompt-CoT
36,,WSDM '25: Proceedings of the Eighteenth ACM International Conference on Web Search and Data Mining,,2025,,,"Welcome to the 18th ACM International Conference on Web and Data Mining, this time taking place in Hannover, Germany.Many volunteers have helped to provide excellent content for the conference, most of all the 3 PC Chairs, Meeyoung Cha (Max Planck Institute for Security and Privacy in Germany), Francine Moens (KU Leuven, Belgium) and Marc Najork (Google DeepMind, USA), who selected more than 100 papers from over 600 submissions for presentation at the conference.This exciting WSDM 2025 main conference program was extended by interesting demonstrations like Lightning IR for fine-tuning and inference of transformer-based language models for information retrieval, WildlifeLookup, a chatbot designed to facilitate wildlife management and Ventana a la Verdad, a chatbot for navigating Colombian civil conflict archives. Several workshops ranging from language models to trust and verification on the Web complemented this program and provided important opportunities for the discussion of exciting new ideas and approaches.WSDM Cup 2025 challenged more than 1000 competitors to create useful and efficient auto-rater models that can accurately reflect human evaluations. This competition focused on the creation of multilingual auto-rater models using chatbot arena data, with exciting solutions. The WSDM 2025 Industry Day featured talks from leading companies on practical applications of web search and data mining. Some notable examples included zero-shot image moderation in Google Ads, advancing Voice AI for E-commerce at Amazon, and Fact-checking of multilingual podcasts. Finally, WSDM Day talks focused on medical research questions and topics, applying language models, knowledge graphs and other AI based approaches.For participants aiming to enter new research areas, the WSDM 2025 tutorials covered a broad range of topics, including Robust Information Retrieval, Building Trustworthy AI Models for Medicine, Unifying Bias and Unfairness in Information Retrieval in the LLM Era, Advances in Vector Search and quite a few more. And finally, three excellent invited speakers (Slav Petrov from Google DeepMind and co-lead on Gemini, Roberto Navigli from Sapienza University and Babelscape and Mario Fritz from CISPA) provided exciting insights into the state of AI, about what large language models really understand, as well as privacy and security aspects of neural models.",No,,prompt-CoT
10453,,Atcs: A novel anonymous and traceable communication scheme for vehicular Ad hoc networks,Hu W.; Xue K.; Hong P.; Wu C.,2011,"(t, n)-Threshold signature; Anonymous and traceable communication; Vehicular ad-hoc networks; Weil pairing",International Journal of Network Security,"Generally vehicles in VANETs should periodically broad-cast safety messages. Since safety messages contain traffic related information and are sensitive to location pri-vacy, it is essential to ensure anonymity, authenticity and traceability in broadcast. These conflicting require-ments make it difficult to design a secure communication scheme for VANETs. In this paper, we propose a sig-nature scheme which provides anonymous, authenticated and traceable communication based on the efficient com-bination of (t, n)-threshold signature and Weil Pairing. ATCS scheme aims to provide the authenticity of signed broadcasting messages to prevent internal attacks. And meanwhile the proposed scheme can also keep characteris-tics of anonymity and traceability. According to the per-formance evaluation compared with two related schemes, from the perspective of security enhancements, the addi-tional cost of our proposal is acceptable.",No,,prompt-CoT
4839,10.1109/TSG.2021.3068390,Resilient Wide-Area Damping Control for Inter-Area Oscillations to Tolerate Deception Attacks,Yao W.; Nan J.; Zhao Y.; Fang J.; Ai X.; Zuo W.; Wen J.; Cheng S.,2021,AC/DC hybrid power system; deception attacks; inter-area oscillation; secure networked predictive control; Wide-area damping control,IEEE Transactions on Smart Grid,"Deception attacks that threaten communication networks will result in serious consequences ranging from the deterioration of damping performances to instability of power systems. To address this problem, this paper proposes a resilient wide-area damping control (RWADC) for inter-area oscillation based on a secure networked predictive control (SNPC), which is combined with information technology security system (ITSS) and the resilient control scheme based on networked predictive control (NPC). The ITSS including data encryption, data decryption and deception attack detection, is designed to guarantee data confidentiality, integrity, and authenticity. This security system is based on Data Encryption Standard (DES) and Message Digest Algorithm (MD5). The NPC part is used to provide optimal control sequences and compensate the impact of communication constraints and deception attacks, which includes modified generalized predictive control (MGPC), network delay compensator (NDC), and model identifier. Case studies are undertaken on the 16-machine 68-bus AC/DC hybrid power system. Simulation results show that the proposed RWADC can suppress inter-area oscillations, provide better damping performances than those of the conventional and robust WADC over different operating conditions and compensate adverse effects caused by deception attacks actively.  © 2010-2012 IEEE.",No,,prompt-CoT
136,,Exploring Instructive Prompts for Large Language Models in the Extraction of Evidence for Supporting Assigned Suicidal Risk Levels,"['Jiyu Chen', 'Vincent Nguyen', 'Xiang Dai', 'Diego Molla-Aliod', 'Cecile Paris', 'Sarvnaz Karimi']",2024,,,"Monitoring and predicting the expression of suicidal risk in individuals’ social media posts is a central focus in clinical NLP. Yet, existing approaches frequently lack a crucial explainability component necessary for extracting evidence related to an individual’s mental health state. We describe the CSIRO Data61 team’s evidence extraction system submitted to the CLPsych 2024 shared task. The task aims to investigate the zero-shot capabilities of open-source LLM in extracting evidence regarding an individual’s assigned suicide risk level from social media discourse. The results are assessed against ground truth evidence annotated by psychological experts, with an achieved recall-oriented BERTScore of 0.919. Our findings suggest that LLMs showcase strong feasibility in the extraction of information supporting the evaluation of suicidal risk in social media discourse. Opportunities for refinement exist, notably in crafting concise and effective instructions to guide the extraction process.",No,,prompt-CoT
2596,10.11834/jig.220508,SSRGFD：stereo super-resolution image general forensic dataset; [SSRGFD：双目超分辨率图像通用篡改检测数据集],Yin C.; Zhang B.; Luo J.; Zhu C.; Fu J.; Lu W.,2023,copy-move; digital image forensic; image tampering detection; image visual quality evaluation; inpainting; splicing; stereo super-resolution image tampering dataset,Journal of Image and Graphics,"Objective With the rapid development of computers and networks, images have become an important component of information transmission and sharing. However, the popularization of image editors reduces the cost of tampering with image content and destroying image semantics. To avoid the threat posed by malicious tampering images to social stability and security, the integrity and authenticity of images should be detected. The popularization of dual cameras and the development of stereo super-resolution methods have introduced stereo super-resolution images into many fields, such as photography, remote sensing, and intelligent robots. However, the characteristics of these images differ from those of monocular images. Faced with new imaging devices and algorithms, the effectiveness of existing image tampering detection algorithms needs to be revalidated, and the security of stereo super-resolution images should be further examined. Nevertheless, stereo super-resolution image tampering datasets are currently lacking, hence posing difficulties in meeting the needs of image forensics research. To this end, a high-quality stereo super-resolution image general forensic dataset (SSRGFD)is constructed in this paper. Method Forgery images in the SSRGFD dataset are all stereo super-resolution images generated using Adobe Photoshop and deep learning algorithms. Three common categories of forgeries are considered, namely, copy-move, splicing, and inpainting, of which inpainting includes removal and restoration. Stereo super-resolution images are initially generated from the Flickr1024 dataset using the stereo super-resolution method PASSRnet. To enrich the image content and conceal visible traces of tampering, several tampering standards are designed for different forgery categories to make the tampering images in line with real scenes. Afterward, the copy-move and splicing stereo super-resolution tampering images are tampered using Adobe Photoshop based on these standards. In the copy-move stage, one or more duplicated regions are copied and moved to other appropriate regions on the image. In the splicing stage, one or more regions are replaced with duplicated regions from different images to synthesize the tampering image. Meanwhile, image inpainting involves the removal of some objects and the recovery of the missing region on an image. When removing image objects, the pixel in a certain range is picked up according to the image content to simulate the image background and cover the target object using Photoshop tools. Moreover, the HiFill deep learning method is used to recover the missing regions on these images. Due to the differences between the training images and the images to be tampered with, tampering images with obvious traces of inpainting are removed manually. For each forgery category, various preprocessing and post-processing methods may be applied to cover visible traces of tampering according to the proposed standards. The masks of the tampered region corresponding to each tampering image are also provided. Result The subjective visual quality of the SSRGFD dataset is evaluated using the double stimulus continuous quality scale method, and the difference in the scores given by the evaluator between the tampering and real images is less than 1.5. Among them, copy-move has the lowest score difference due to the fact that the duplicated and tampering regions come from the same image and that only few tampering traces are visible. Three no-reference image quality evaluation methods, namely, blind/referenceless image spatial quality evaluator(BRISQUE), natural image quality evaluator(NIQE), and parent institute for quality education(PIQE) are also applied for an objective visual quality evaluation. The evaluation results for the real and forgery images of the SSRGFD dataset are very similar. These experiments illustrate that forgery images have promising visual quality. To demonstrate the challenge posed by stereo super-resolution images to existing image tampering detection and localization methods, experiments are conducted using four effective models, namely, manipulation tracing network(MantraNet), ringed residual U-Net (RRU-Net), QMPPNet, and dense fully convolutional network(DenseFCN). These experiments use precision, recall, pixel-level F1 score, Matthews correlation coefficient(MCC), and intersection over union(IoU)as evaluation parameters for the methods proposed above. QMPPNet performs best in all metrics by combining semantic segmentation and edge features. The results of QMPPNet in precision, recall, pixel-level F1 score, MCC, and IoU are 0.507 9, 0.899 8, 0.614 8, 0.643 3, and 0.480 2, respectively. However, compared with the monocular images forgery dataset, the performance of these methods on the SSRGFD dataset is greatly reduced. Conclusion This paper constructs a tampering dataset on stereo super-resolution images. These images greatly affect the performance of the existing image tampering localization methods and dramatically reduce the capability of these methods on stereo super-resolution images. Several experiment results have verified the necessity of new image forensic methods adapted for stereo super-resolution images. However, the existing monocular datasets cannot meet research needs. The SSRGFD dataset with affluent content and considerable visual quality not only brings great challenges to image forensic methods but also provides effective data support for the image tampering detection and localization of stereo super-resolution images. The SSRGFD dataset is available at https://github.com/YL1006/SSRGFD. © 2023 Editorial and Publishing Board of JIG. All rights reserved.",No,,prompt-CoT
308,10.1145/3664647.3681345,Audio Deepfake Detection with Self-Supervised XLS-R and SLS Classifier,"Zhang, Qishan and Wen, Shuangbing and Hu, Tao",2024,"aigc, anti spoofing, audio deepfake detection, countermeasures, text to speech, voice conversion",Proceedings of the 32nd ACM International Conference on Multimedia,"Generative AI technologies, including text-to-speech (TTS) and voice conversion (VC), frequently become indistinguishable from genuine samples, posing challenges for individuals in discerning between real and synthetic content. This indistinguishability undermines trust in media, and the arbitrary cloning of personal voice signals presents significant challenges to privacy and security. In the field of deepfake audio detection, the majority of models achieving higher detection accuracy currently employ self-supervised pre-trained models. However, with the ongoing development of deepfake audio generation algorithms, maintaining high discrimination accuracy against new algorithms grows more challenging. To enhance the sensitivity of deepfake audio features, we propose a deepfake audio detection model that incorporates an SLS (Sensitive Layer Selection) module. Specifically, utilizing the pre-trained XLS-R enables our model to extract diverse audio features from its various layers, each providing distinct discriminative information. Utilizing the SLS classifier, our model captures sensitive contextual information across different layer levels of audio features, effectively employing this information for fake audio detection. Experimental results show that our method achieves state-of-the-art (SOTA) performance on both the ASVspoof 2021 DF and In-the-Wild datasets, with a specific Equal Error Rate (EER) of 1.92% on the ASVspoof 2021 DF dataset and 7.46% on the In-the-Wild dataset. Codes and data can be found at https://github.com/QiShanZhang/SLSforADD.",No,,prompt-CoT
1693,10.1080/03772063.2022.2122608,Efficient Multi-Replica Cloud Data Integrity Checking Method Based on Enhanced PRF,George A.S.; Nargunam A.S.,2024,Cloud computing; Cloud security; Data integrity; Dynamic updating; Multi-replica verification; Puncturable pseudorandom function,IETE Journal of Research,"Cloud storage is vital nowadays due to its scalability and availability. Clients can save their information on cloud without sustaining a local replica. To maintain privacy, the owners can confirm the integrity of the outsourced information. Users allow third-party auditors to prove the honesty of the data saved on the cloud server. Data integrity checking, plays a crucial role in safeguarding the user’s data, particularly when kept in public clouds such as Microsoft Azure. To ensure the availability of stored data, users prefer multiple copies of data at multiple locations. Honesty checking of multiple copies can also be guaranteed with integrity checking techniques. Even though various scholars have proposed several multi-replica truthfulness checking schemes, many possess computational overhead during honesty verification. In this paper, an enhanced puncturable pseudorandom function is proposed to bring down the third-party auditor’s processing overhead, as well as the cloud server during proof verification and proof generation of replica data blocks. The scheme supports dynamic updating of stored data in the cloud server with less communication overhead for insertion/modification and deletion. An indistinguishability obfuscation-based program is also used to preserve the confidentiality of the data stored. © 2024 IETE.",No,,prompt-CoT
887,10.1080/24751839.2024.2387380,Improving fake job description detection using deep learning-based NLP techniques,Vu D.-H.; Nguyen K.; Tran K.T.; Vo B.; Le T.,2024,deep learning; Fake job description detection; natural language processing; word embeddings,Journal of Information and Telecommunication,"In the modern online society, where social networks are increasingly developed, the authenticity of information is one of the essential needs. There are many problems with detecting fake information, such as fake news detection, fake review detection, etc. Fake job description (FJD) detection is an interesting problem many groups have studied recently. However, current studies still need improvement in predictability. Therefore, this study develops a new method named NLP2FJD that utilizes deep learning-based NLP techniques for improving FJD detection. Firstly, we utilize the pre-trained Word2Vec to extract features from textual information from the dataset. Next, combining textual information and meta-information in the experimental dataset to improve the performance of FJD detection. The above two improvements will help the recommender system significantly improve the predictive ability of the proposed model. Finally, the empirical experiments are conducted to confirm the effectiveness of the proposed method on the experimental dataset compared with cutting-edge methods. The experimental results demonstrate that the NLP2FJD framework transcends other experimental methods for FJD detection on the experimental dataset. Besides, this study also conducts ROC curve analysis to show how to determine the optimal threshold for distinguishing the fake or real job description on the experimental dataset. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",No,,prompt-CoT
11419,10.1145/1179576.1179585,Visualization assisted detection of sybil attacks in wireless networks,"Wang, Weichao and Lu, Aidong",2006,"interactive detection, sybil attacks, topology visualization, visualization on network security, wireless networks",Proceedings of the 3rd International Workshop on Visualization for Computer Security,"In wireless networks,the authenticity and uniqueness of node identities are essential to the fundamental operations such as routing, resource allocation, and intrusion detection. In this paper, we investigate Sybil attack, an attack in which a malicious node illegitimately acquires multiple identities and performs as these nodes simultaneously. We propose an effective approach to monitoring and detecting such attacks by integrating network security and visualization methods. The security component explores the time-varying network topology and its statistical and geometry information to detect the existence of Sybil attacks. The visualization component incorporates the detection results and provides an effective mechanism to illustrate abnormal topology patterns and locate fake identities. These two components are integrated into a practical system that takes advantage of both interactive visualization and intelligent security methods. Experimental studies are conducted to investigate the impacts of the network parameters such as node connectivity on the detection capability of the proposed mechanism.",No,,prompt-CoT
11936,,"Digital timestamps for dispute settlement in electronic commerce: Generation, verification, and renewal",Matsuura K.; Imai H.,2002,Digital notary; Dispute settlement; Long-lived authenticity; Time-stamp,ICEIS 2002 - Proceedings of the 4th International Conference on Enterprise Information Systems,"Digital notary is receiving more and more attention as a social infrastructure in the network society. Digital time-stamping is a simple but very important form of the notary, and can be used to provide long-term authenticity. Its function is essential for dispute settlement in electronic commerce. This importance motivated us to have a clear survey on how to generate/verify digital time-stamps. In order to make longer use of digital time-stamping functions, we may have to update or renew our timestamps. The renewal must be completed before the expiry of the current time-stamp. However, the congestion problem of the renewal request has not yet been studied well. So the survey is followed by an investigation of renewal feasibility. The investigation uses a simple model in which the service provider's mind and the users' mind are independently represented by two different parameters. The condition for accepting renewal requests without queueing is discussed by using the two parameters. Another issue will occur when we submit high-dimensional contents to be time-stamped and the components of the contents are updated independently in later time; memory requirement on the client depends on the submission strategy. A discussion on different strategies is given as well.",No,,prompt-CoT
2859,10.1371/journal.pone.0284371,Association between watching wide show as a reliable COVID-19 information source and preventive behaviors: A nationwide survey in Japan,Kuwahara K.; Kato M.; Ishikawa H.; Shinozaki T.; Tabuchi T.,2023,,PLoS ONE,"Introduction Current pandemic prompted a surge in the television (TV) news watching. However, its influence is poorly understood. In Japan, wide show, a major genre of soft news TV programs, broadcasted COVID-19 for long hours, and was pointed out that it broadcasted COVID-19 sensationally, arousing fear and anxiety, and that it criticized individuals gathering in closed places. Thus, wide show may promote preventive behaviors but also produce fear or anxiety and aggressiveness towards others not engaging in preventive behaviors. We examined this issue using large-scale nationwide data. Methods We analyzed the cross-sectional data of 25,482 individuals from the Japan COVID-19 and Society Internet Survey conducted in 2020. Participants reported the type of COVID-19 information sources including TV news and wide show, and their trustworthiness. We calculated multivariable-adjusted prevalence ratios (PRs) of engaging in recommended preventive behaviors strictly (defined as always engaging in hand washing, mask wearing, and attempting to keep physical distancing) and alerting others not engaging in preventive behaviors, respectively. Results About 72.4% of the participants obtained information from TV news with reliance, while corresponding values were 50.3% for wide show. Overall, 32.8% engaged in recommended preventive behaviors strictly, and 9.6% alerted others. Watching wide show both with and without reliance were significantly associated with alerting others (adjusted PRs: 1.48 and 1.34, respectively) but not associated with preventive behaviors. Watching TV news was neither associated with strict preventive behaviors nor alerting others. Conclusion Watching TV news and wide show was not associated with strict preventive behaviors; watching wide show was associated with only alerting others. Although causality is unclear, actions may be needed for TV stations broadcasting wide show to understand own influences on society in a timely manner amid the health emergencies. Copyright: © 2023 Kuwahara et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",No,,prompt-CoT
