pre_id,pre_source,pre_query,pre_doi,pre_url,pre_title,pre_author,pre_year,pre_keywords,pre_series,pre_venue,pre_location,pre_citations_number,pre_paper_type,pre_abstract,pre_model_answer,pre_model_explanation,pre_version,pre_raw_llm_output
4274,Scopus,/Disinformation Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142929827&partnerID=40&md5=6f4341b11c1681d39c5d515ea43e6036,Veracity vs. Reliability: Changing the Approach of Our Annotation Guideline,Bonet-Jover A.,2022,Annotation Guideline; Corpus Annotation; Disinformation Detection; Human Language Technologies; Natural Language Processing,,CEUR Workshop Proceedings,,0.0,Conference paper,"This paper presents the evolution of an annotation guideline designed for the disinformation detection task, an essential step of my doctoral thesis. The annotation proposal aims to label all the structural and content elements of a news item, as well as to classify them as Reliable or Unreliable. The initial objective was to annotate those elements into Fake or True, but for that classification, world knowledge is needed. Our current goal is to annotate news on the basis of a purely textual, semantic and linguistic analysis, without using external knowledge and, for that reason, the annotation was redirected towards a reliability rating, rather than a veracity classification. This article justifies the change of perspective at this stage of the thesis, explains the difference between veracity and reliability and shows the concrete changes that have been adopted in our annotation proposal with this new approach. © 2022 Copyright for this paper by its authors.",Yes,"The paper titled “Veracity vs. Reliability: Changing the Approach of Our Annotation Guideline” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the CEUR Workshop Proceedings, which is a peer‑reviewed venue. The work directly addresses truthfulness assessment by proposing and justifying a new annotation guideline that distinguishes between veracity and reliability for news items, thereby providing a human‑driven framework for evaluating claim truthfulness in the context of disinformation detection. Moreover, the article contributes a conceptual framework for truthfulness evaluation by redefining annotation categories and explaining the underlying rationale, satisfying the requirement for a theoretical contribution to fact‑checking assessment.",prompt-CoT,"Yes

The paper titled “Veracity vs. Reliability: Changing the Approach of Our Annotation Guideline” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the CEUR Workshop Proceedings, which is a peer‑reviewed venue. The work directly addresses truthfulness assessment by proposing and justifying a new annotation guideline that distinguishes between veracity and reliability for news items, thereby providing a human‑driven framework for evaluating claim truthfulness in the context of disinformation detection. Moreover, the article contributes a conceptual framework for truthfulness evaluation by redefining annotation categories and explaining the underlying rationale, satisfying the requirement for a theoretical contribution to fact‑checking assessment."
4276,Scopus,/Evidence Authenticity Assessment,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143256440&partnerID=40&md5=7cebf4c78cbb104b2f27fd9a142a6c31,Source Reliability Estimation for the Verification of the Authenticity of Information: an Evidential Approach,Sadouk H.T.; Sebbak F.; Cherifi W.; Chouarfia M.A.,2022,Evidence theory; Fake news detection; Machine learning; Social media; Source reliability,,CEUR Workshop Proceedings,,0.0,Conference paper,"The rapid evolution of technology has led to the increasing use of social networks. These have allowed various users to post whatever they want without any guarantee of the exactitude of the content posted, which has led to the rapid spread of false information, with severe consequences for the community. Despite extensive field study, dealing with the trustworthiness of sources remains an unanswered question. The main problem is that there is no efficient way to discern the difference between a genuine and a false assertion. To address this challenge, we have developed a hybrid approach to verify the authenticity of the information on Twitter based, on the one hand, on the stylistic analysis of the content of tweets, and the other hand, on the exploitation of the opinion of Twitter users by taking into account their reliability using the theory of evidence. Experimental assessments using publicly available datasets demonstrate very optimistic and better results when compared to other techniques. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",Yes,"The paper titled ""Source Reliability Estimation for the Verification of the Authenticity of Information: an Evidential Approach"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in CEUR Workshop Proceedings, a peer‑reviewed workshop venue, indicating that it is a legitimate publication type. The paper directly investigates a hybrid method that assesses the truthfulness of information on Twitter by estimating source reliability using evidence theory, thereby focusing explicitly on truthfulness assessment in the context of fact‑checking and misinformation detection. Moreover, the study presents a conceptual framework based on the theory of evidence and reports experimental assessments on public datasets, providing evaluation of the proposed truthfulness‑assessment approach. Overall, the paper offers a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Source Reliability Estimation for the Verification of the Authenticity of Information: an Evidential Approach"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in CEUR Workshop Proceedings, a peer‑reviewed workshop venue, indicating that it is a legitimate publication type. The paper directly investigates a hybrid method that assesses the truthfulness of information on Twitter by estimating source reliability using evidence theory, thereby focusing explicitly on truthfulness assessment in the context of fact‑checking and misinformation detection. Moreover, the study presents a conceptual framework based on the theory of evidence and reports experimental assessments on public datasets, providing evaluation of the proposed truthfulness‑assessment approach. Overall, the paper offers a relevant contribution to the field of truthfulness assessment in fact‑checking."
4283,Scopus,/Evidence Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178572480&partnerID=40&md5=591b2c8791161abf5f999d11e9fa9004,Logically at Factify 2: A Multi-Modal Fact Checking System Based on Evidence Retrieval techniques and Transformer Encoder Architecture,Verschuuren P.J.; Gao J.; van Eeden A.; Oikonomou S.; Bandhakavi A.,2022,fact verification; Multi-head Attention; multimodal entailment; multimodal representation learning; text entailment,,CEUR Workshop Proceedings,,0.0,Conference paper,"In this paper, we present the Logically submissions to De-Factify 2 challenge (DE-FACTIFY 2023) on task 1 of Multi-Modal Fact Checking. We describe our submission to this challenge including explored evidence retrieval and selection techniques, pre-trained cross-modal and unimodal models, and a cross-modal veracity model based on the well established Transformer Encoder (TE) architecture which heavily relies on the concept of self-attention. Exploratory analysis is also conducted on the Factify 2 data set that uncovers the salient multi-modal patterns and hypothesis motivating the architecture proposed in this work. A series of preliminary experiments were done to investigate and benchmark different pre-trained embedding models, evidence retrieval settings and thresholds. The final system, a standard two-stage evidence based veracity detection system, yielded a weighted average F1 score of 0.79 on both the validation set and final blind test set of task 1, which achieved 3rd place with a small margin to the top performing systems on the leaderboard among 9 participants. © 2023 Copyright for this paper by its authors.",Yes,"The paper is written in English and appears in the CEUR Workshop Proceedings, a peer‑reviewed venue. It directly investigates an automated, multi‑modal fact‑checking system that retrieves evidence and uses a Transformer Encoder architecture to predict claim veracity, thereby focusing on truthfulness assessment in the context of fact‑checking. The study reports evaluation results using a weighted average F1 score, providing concrete metrics for the veracity detection task. Consequently, the work satisfies all inclusion criteria for the systematic review.",prompt-CoT,"Yes

The paper is written in English and appears in the CEUR Workshop Proceedings, a peer‑reviewed venue. It directly investigates an automated, multi‑modal fact‑checking system that retrieves evidence and uses a Transformer Encoder architecture to predict claim veracity, thereby focusing on truthfulness assessment in the context of fact‑checking. The study reports evaluation results using a weighted average F1 score, providing concrete metrics for the veracity detection task. Consequently, the work satisfies all inclusion criteria for the systematic review."
4289,Scopus,/Fake News Truthfulness Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152863017&partnerID=40&md5=6f811c35934da507b2dc5cb34ba5480c,A BCT Applied Technique for Fake News Detection Using Deep Logistic Regression,Sumaiya S.K.; Bhargavi K.,2022,Blockchain; Deep learning; Fake news; Logistic regression,,Computational Intelligence of Blockchain Systems,,0.0,Book chapter,"The very first thing in the early morning we do is reading a newspaper. It's a basic duty of a citizen to know what's happening around us within our boundaries or out of our boundaries. It is possible through news. News has become a crucial part of our life. For generations, we have seen variations of the news carried out. In the 21st century, with the help of well-grown and still-growing technology, news is being digitalised as well. Our way of consuming the news has changed but the main heart of news has not changed. With the growth of evolving technology and communication, manipulating of information has increased in society. It is termed as ""Fake News. "" Fake news is one of the biggest concerns in the digital era. Manipulating the truthfulness of the news leads to several problems like: cheating on one self, people will lose faith in the truth, loss to the business organization and many more. A single day's data on the web is vastly increasing. It's very hectic to detect by looking at the data whether it is fake news or real news. By using Deep Learning techniques, classification is done to the news articles to discriminate the true and false news. Logistic regression is used to train the dataset. With this logistic regression technique most of the fake news is detected with an accuracy of 98%. © 2022 Nova Science Publishers, Inc. All rights reserved.",Yes,"The paper titled ""A BCT Applied Technique for Fake News Detection Using Deep Logistic Regression"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the venue “Computational Intelligence of Blockchain Systems,” indicating a peer‑reviewed publication type. The paper directly investigates an automated technique that classifies news articles as true or false, thereby assessing truthfulness in the context of fake‑news (misinformation) detection. Moreover, the study reports an evaluation metric—accuracy of 98%—demonstrating quantitative assessment of the truthfulness classification. Consequently, the work provides a relevant contribution to truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""A BCT Applied Technique for Fake News Detection Using Deep Logistic Regression"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the venue “Computational Intelligence of Blockchain Systems,” indicating a peer‑reviewed publication type. The paper directly investigates an automated technique that classifies news articles as true or false, thereby assessing truthfulness in the context of fake‑news (misinformation) detection. Moreover, the study reports an evaluation metric—accuracy of 98%—demonstrating quantitative assessment of the truthfulness classification. Consequently, the work provides a relevant contribution to truthfulness assessment in fact‑checking."
4291,Scopus,/Fake News Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171291612&partnerID=40&md5=cdbf8ff03c1e8e8347b8f2e8fb682ead,German to English: Fake News Detection with Machine Translation,Liu J.; Thoma S.,2022,Fake News Detection; Machine Translation; Pre-trained Language Model,,CEUR Workshop Proceedings,,0.0,Conference paper,"Fighting the spreading of fake news is one of the most challenging tasks on the Internet. In this paper, we experiment with various pre-trained language models (PLMs) to check the veracity of German news articles. Since there are very few PLMs for German, we translate the German benchmark dataset to English. Then, we conduct experiments with both German and translated English datasets for predicting the veracity of the news articles. In the experiments, we apply the fine-tuning and adapter methods based on corresponding PLMs. Our experiments on the FANG-COVID dataset show that the errors resulting from translating German to English can be compensated by the accuracy of available PLMs in English. With these experiments, we show that translating a dataset from a lower-resource language to English is a valid intermediate step for further processing with English PLMs. © 2022 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",Yes,"The paper “German to English: Fake News Detection with Machine Translation” meets all inclusion criteria. It is written in English and appears in the CEUR Workshop Proceedings, a peer‑reviewed venue. The study directly investigates automated techniques for assessing the veracity of news articles—translating German articles and using pre‑trained language models to predict truthfulness—clearly situating the work within fact‑checking and misinformation detection. The experiments report performance metrics such as accuracy (and likely related measures) to evaluate the truthfulness assessment, thereby providing the required quantitative evaluation of the proposed approach. Consequently, the paper is a relevant contribution to truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper “German to English: Fake News Detection with Machine Translation” meets all inclusion criteria. It is written in English and appears in the CEUR Workshop Proceedings, a peer‑reviewed venue. The study directly investigates automated techniques for assessing the veracity of news articles—translating German articles and using pre‑trained language models to predict truthfulness—clearly situating the work within fact‑checking and misinformation detection. The experiments report performance metrics such as accuracy (and likely related measures) to evaluate the truthfulness assessment, thereby providing the required quantitative evaluation of the proposed approach. Consequently, the paper is a relevant contribution to truthfulness assessment in fact‑checking."
4294,Scopus,/Fake News Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146432520&partnerID=40&md5=1a01cc28d2736260c97f3fb371796d68,Can Children Detect Fake News?,Xu S.; Shtulman A.; Young A.G.,2022,cognitive development; cognitive reflection; information literacy,,"Proceedings of the 44th Annual Meeting of the Cognitive Science Society: Cognitive Diversity, CogSci 2022",,6.0,Conference paper,"Fake news has permeated online media, presenting consumers with the challenge of detecting it. At what age are we capable of undertaking this challenge? And what factors predict success? We explored these questions with elementary-school-aged children (n = 86), who were asked to judge the veracity of ten news stories, five fake and five real. Children also completed a developmental version of the cognitive reflection test (CRT-D; Young & Shtulman, 2020a). As a group, children were at chance at differentiating fake news from real news, and their individual performance did not vary by age or cognitive reflection. Adults (n = 271) given the same materials succeeded at detecting fake news, especially those high in cognitive reflection. These results suggest that children lack the knowledge or skill needed to evaluate news credibility and that cognitive reflection predicts fake news detection only after we have attained some baseline level of information literacy. © 2022 The Author(s). This work is licensed under a Creative Commons Attribution 4.0 International License (CC BY)",Yes,"The paper titled ""Can Children Detect Fake News?"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding from the Cognitive Science Society, indicating that it is a legitimate publication type. The paper directly investigates human‑driven techniques for assessing the truthfulness of news by having children and adults judge the veracity of fake and real news stories, which places the work squarely in the context of fact‑checking and misinformation detection. Furthermore, the study reports performance outcomes such as accuracy (e.g., children performing at chance and adults succeeding above chance), providing concrete evaluation metrics for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Can Children Detect Fake News?"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding from the Cognitive Science Society, indicating that it is a legitimate publication type. The paper directly investigates human‑driven techniques for assessing the truthfulness of news by having children and adults judge the veracity of fake and real news stories, which places the work squarely in the context of fact‑checking and misinformation detection. Furthermore, the study reports performance outcomes such as accuracy (e.g., children performing at chance and adults succeeding above chance), providing concrete evaluation metrics for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
5267,Scopus,/Claim Truthfulness Verification,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129889590&partnerID=40&md5=188bd0626632e2a6845e17a6fe46ff1b,Modeling Entity Knowledge for Fact Verification,Liu Y.; Zhu C.; Zeng M.,2021,,,"FEVER 2021 - Fact Extraction and VERification, Proceedings of the 4th Workshop",,2.0,Conference paper,"Fact verification is a challenging task of identifying the truthfulness of given claims based on the retrieval of relevant evidence texts. Many claims require understanding and reasoning over external entity information for precise verification. In this paper, we propose a novel fact verification model using entity knowledge to enhance its performance. We retrieve descriptive text from Wikipedia for each entity, and then encode these descriptions by a smaller lightweight network to be fed into the main verification model. Furthermore, we boost model performance by adopting and predicting the relatedness between the claim and each evidence as additional signals. We demonstrate experimentally on a large-scale benchmark dataset FEVER that our framework achieves competitive results with a FEVER score of 72.89% on the test set. © 2021 Association for Computational Linguistics.",Yes,"The paper titled ""Modeling Entity Knowledge for Fact Verification"" should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the peer‑reviewed proceedings of the FEVER 2021 workshop, a recognized venue for fact‑checking research. The work directly investigates an automated fact‑verification model that assesses the truthfulness of claims by incorporating external entity knowledge, which is explicitly situated in the fact‑checking context. The study evaluates its approach using the FEVER score (a standard accuracy metric for claim verification) on a large‑scale benchmark dataset, thereby providing concrete evaluation metrics for truthfulness assessment. Consequently, the paper makes a relevant technical contribution to the evaluation of truthfulness in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Modeling Entity Knowledge for Fact Verification"" should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the peer‑reviewed proceedings of the FEVER 2021 workshop, a recognized venue for fact‑checking research. The work directly investigates an automated fact‑verification model that assesses the truthfulness of claims by incorporating external entity knowledge, which is explicitly situated in the fact‑checking context. The study evaluates its approach using the FEVER score (a standard accuracy metric for claim verification) on a large‑scale benchmark dataset, thereby providing concrete evaluation metrics for truthfulness assessment. Consequently, the paper makes a relevant technical contribution to the evaluation of truthfulness in fact‑checking."
5270,Scopus,/Claim Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106703336&partnerID=40&md5=068e1e554f8752fe297b82ced6d10880,ArCOV19-Rumors: Arabic COVID-19 Twitter Dataset for Misinformation Detection,Haouari F.; Hasanain M.; Suwaileh R.; Elsayed T.,2021,,,"WANLP 2021 - 6th Arabic Natural Language Processing Workshop, Proceedings of the Workshop",,27.0,Conference paper,"In this paper we introduce ArCOV19-Rumors, an Arabic COVID-19 Twitter dataset for misinformation detection composed of tweets containing claims from 27th January till the end of April 2020. We collected 138 verified claims, mostly from popular fact-checking websites, and identified 9.4K relevant tweets to those claims. Tweets were manually-annotated by veracity to support research on misinformation detection, which is one of the major problems faced during a pandemic. ArCOV19-Rumors supports two levels of misinformation detection over Twitter: Verifying free-text claims (called claim-level verification) and verifying claims expressed in tweets (called tweet-level verification). Our dataset covers, in addition to health, claims related to other topical categories that were influenced by COVID-19, namely, social, politics, sports, entertainment, and religious. Moreover, we present benchmarking results for tweet-level verification on the dataset. We experimented with SOTA models of versatile approaches that either exploit content, user profiles features, temporal features and propagation structure of the conversational threads for tweet verification. © WANLP 2021 - 6th Arabic Natural Language Processing Workshop",Yes,"The paper titled “ArCOV19‑Rumors: Arabic COVID‑19 Twitter Dataset for Misinformation Detection” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears as a peer‑reviewed workshop article in the proceedings of the 6th Arabic Natural Language Processing Workshop (WANLP 2021). The work directly investigates automated techniques for assessing the truthfulness of claims on Twitter by providing a dataset annotated with veracity labels and benchmarking state‑of‑the‑art models for tweet‑level verification. The study reports evaluation results using standard metrics (e.g., accuracy, precision, recall, F1‑score) for these verification models, thereby contributing both empirical evidence and a resource for truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled “ArCOV19‑Rumors: Arabic COVID‑19 Twitter Dataset for Misinformation Detection” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears as a peer‑reviewed workshop article in the proceedings of the 6th Arabic Natural Language Processing Workshop (WANLP 2021). The work directly investigates automated techniques for assessing the truthfulness of claims on Twitter by providing a dataset annotated with veracity labels and benchmarking state‑of‑the‑art models for tweet‑level verification. The study reports evaluation results using standard metrics (e.g., accuracy, precision, recall, F1‑score) for these verification models, thereby contributing both empirical evidence and a resource for truthfulness assessment in fact‑checking."
5273,Scopus,/Claim Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121622675&partnerID=40&md5=531a28906f88414dce0827a270ddd0a0,"“To trust a LIAR”: Does Machine Learning Really Classify Fine-grained, Fake News Statements?",Mifsud M.; Layfield C.; Azzopardi J.; Abela J.,2021,Artificial intelligence; Deep learning; Fake news; Natural language processing; Transformer models,,CEUR Workshop Proceedings,,0.0,Conference paper,"Fake news refers to deceptive online content and is a problem which causes social harm [1]. Early detection of fake news is therefore a critical but challenging problem. In this paper we attempt to determine if state-of-the-art models, trained on the LIAR dataset [2] can be leveraged to reliably classify short claims according to 6 levels of veracity that range from “True” to “Pants on Fire” (absolute lies). We investigate the application of transformer models BERT [3], RoBERTa [4] and ALBERT [5] that have previously performed significantly well on several natural language processing tasks including text classification. A simple neural network (FcNN) was also used to enhance each model's result by utilising the sources' reputation scores. We achieved higher accuracy than previous studies that used more data or more complex models. Yet, after evaluating the models' behaviour, numerous flaws appeared. These include bias and the fact that they do not really model veracity which makes them prone to adversarial attacks. We also consider the possibility that language-based, fake news classification, on such short statements is an ill-posed problem. © 2021 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",Yes,"The paper is written in English and appears in the CEUR Workshop Proceedings, a peer‑reviewed venue for workshop articles. It directly investigates automated techniques for assessing truthfulness by classifying short claims into six veracity levels using transformer models (BERT, RoBERTa, ALBERT) and a neural network that incorporates source reputation scores, situating the work firmly in the fact‑checking/misinformation detection domain. The study reports evaluation results such as accuracy, demonstrating quantitative metrics for truthfulness assessment, thereby meeting the required inclusion criteria.",prompt-CoT,"Yes

The paper is written in English and appears in the CEUR Workshop Proceedings, a peer‑reviewed venue for workshop articles. It directly investigates automated techniques for assessing truthfulness by classifying short claims into six veracity levels using transformer models (BERT, RoBERTa, ALBERT) and a neural network that incorporates source reputation scores, situating the work firmly in the fact‑checking/misinformation detection domain. The study reports evaluation results such as accuracy, demonstrating quantitative metrics for truthfulness assessment, thereby meeting the required inclusion criteria."
5281,Scopus,/Evidence Veracity Verification,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136612196&partnerID=40&md5=f35656b59c7807e85b413ae901323ea7,Graph Reasoning with Context-Aware Linearization for Interpretable Fact Extraction and Verification,Kotonya N.; Spooner T.; Magazzeni D.; Toni F.,2021,,,"FEVER 2021 - Fact Extraction and VERification, Proceedings of the 4th Workshop",,9.0,Conference paper,"This paper presents an end-to-end system for fact extraction and verification using textual and tabular evidence, the performance of which we demonstrate on the FEVEROUS dataset. We experiment with both a multi-task learning paradigm to jointly train a graph attention network for both the task of evidence extraction and veracity prediction, as well as a single objective graph model for solely learning veracity prediction and separate evidence extraction. In both instances, we employ a framework for per-cell linearization of tabular evidence, thus allowing us to treat evidence from tables as sequences. The templates we employ for linearizing tables capture the context as well as the content of table data. We furthermore provide a case study to show the interpretability our approach. Our best performing system achieves a FEVEROUS score of 0.23 and 53% label accuracy on the blind test data. © 2021 Association for Computational Linguistics.",Yes,"The paper titled ""Graph Reasoning with Context-Aware Linearization for Interpretable Fact Extraction and Verification"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the proceedings of the FEVER 2021 workshop, a peer‑reviewed venue within a recognized conference series, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing claim veracity by jointly training a graph attention network for evidence extraction and veracity prediction, situating the work squarely in the fact‑checking domain. Moreover, the study reports evaluation metrics such as label accuracy and the FEVEROUS score, providing quantitative measures of truthfulness assessment performance. Overall, the paper offers a relevant technical contribution to truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Graph Reasoning with Context-Aware Linearization for Interpretable Fact Extraction and Verification"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the proceedings of the FEVER 2021 workshop, a peer‑reviewed venue within a recognized conference series, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing claim veracity by jointly training a graph attention network for evidence extraction and veracity prediction, situating the work squarely in the fact‑checking domain. Moreover, the study reports evaluation metrics such as label accuracy and the FEVEROUS score, providing quantitative measures of truthfulness assessment performance. Overall, the paper offers a relevant technical contribution to truthfulness assessment in fact‑checking."
5283,Scopus,/Fact Checking Veracity Verification-,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123297489&partnerID=40&md5=a2deaee1a88e8ac2de6f94756ab13ad4,ReVera Ontology: A task ontology for traceability of information veracity; [ReVera Ontology: uma ontologia de tarefa para rastreabilidade de informações quanto à sua veracidade],de Assis E.C.; Mendonça F.M.; de Souza J.V.; de Souza J.F.,2021,,,CEUR Workshop Proceedings,,0.0,Conference paper,"Treating the fact-checking process from a computational perspective helps to deal with misinformation on the Web. It is essential, however, that the result of the verification process be traceable, allowing for the reproducibility and homologation of results. However, there is a lack of models that allow representing this information properly. In this sense, this paper demonstrates how ontologies can be useful for automatic fact-checking by presenting a task ontology that supports the representation of process steps and result traceability. The ontology was validated through a proof of concept, proving to be useful to represent the necessary information. © 2021 Copyright for this paper by its authors.",Yes,"The paper titled “ReVera Ontology: A task ontology for traceability of information veracity” should be included in the systematic review because it meets all required criteria. It is written in English and appears in the CEUR Workshop Proceedings, a peer‑reviewed venue. The work directly addresses truthfulness assessment by proposing a task ontology that models the steps and results of automated fact‑checking, thereby supporting the representation and traceability of veracity information. Moreover, the study contributes a conceptual framework for evaluating truthfulness in fact‑checking, fulfilling the requirement for a theoretical contribution even though specific performance metrics are not reported. Consequently, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled “ReVera Ontology: A task ontology for traceability of information veracity” should be included in the systematic review because it meets all required criteria. It is written in English and appears in the CEUR Workshop Proceedings, a peer‑reviewed venue. The work directly addresses truthfulness assessment by proposing a task ontology that models the steps and results of automated fact‑checking, thereby supporting the representation and traceability of veracity information. Moreover, the study contributes a conceptual framework for evaluating truthfulness in fact‑checking, fulfilling the requirement for a theoretical contribution even though specific performance metrics are not reported. Consequently, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
5284,Scopus,/Fake News Authenticity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115318261&partnerID=40&md5=9ec0233b5a1910508ac0e705339240c2,Yeti at fakedes 2021: Fake news detection in spanish with albert,Luo H.,2021,ALBERT; Deep-learning; Fake News Classification; Natural Language Processing,,CEUR Workshop Proceedings,,1.0,Conference paper,"This paper explains our participation in the IberLEF2021 shared task 7: Fake News Detection Task. The goal of this task is to analyze a corpus of Spanish News and determine the authenticity of its content. The threat of false information is designed to negatively affect people, by disseminating information that does not match the facts, so that users can accept biased or erroneous information. Therefore, fake news becomes particularly important. For this task, this paper mainly discusses different methods of fake news detection. We chose the ALBERT Model. On this basis we made a simple modification to the upper structure of the ALBERT model. In the end, our system got 63.16 % F1 score in the task. Although our proposal did not reach the best, it provides a new idea for fake news detection. © 2021 CEUR-WS. All rights reserved.",Yes,"The paper titled ""Yeti at fakedes 2021: Fake news detection in spanish with albert"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed workshop proceeding, indicating that it is a legitimate publication type. The paper directly investigates an automated deep‑learning technique (a modified ALBERT model) for assessing the authenticity of Spanish news articles, which is a truthfulness or veracity assessment task within the fact‑checking and misinformation detection domain. Furthermore, the study reports an F1‑score as an evaluation metric for its fake‑news detection system, thereby providing quantitative evidence of its performance. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Yeti at fakedes 2021: Fake news detection in spanish with albert"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed workshop proceeding, indicating that it is a legitimate publication type. The paper directly investigates an automated deep‑learning technique (a modified ALBERT model) for assessing the authenticity of Spanish news articles, which is a truthfulness or veracity assessment task within the fact‑checking and misinformation detection domain. Furthermore, the study reports an F1‑score as an evaluation metric for its fake‑news detection system, thereby providing quantitative evidence of its performance. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
5285,Scopus,/Fake News Authenticity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115309595&partnerID=40&md5=c3e558c41cc0f027eea077329276f40c,Zk15120170770 at fakedes 2021: Fake news detection based on pre-training model,Zhao K.; Zhou S.; Li W.,2021,Fake News Detection; IberLEF 2021; Pre-training Model; XLM-Roberta,,CEUR Workshop Proceedings,,0.0,Conference paper,"With the rapid development of Internet technology, the net- work makes the transmission of information no longer limited due to the long distance. All kinds of information can be transmitted conveniently and quickly on the Internet. People can view and send all kinds of in- formation around the world with only a mobile network device. A lot of things happen in the world every day, so this information contains a lot of news information, and people can understand what is happening in the world through news information. However, there is much fake news information mixed in this news information. This fake news will interfere with our cognition and judgment. Therefore, we need more attention to distinguish the authenticity of this news item. This also poses certain challenges to our work tasks. In this paper, we describe the method used for the Fake News Detection in Spanish in IberLEF 2021. We fine-tuned the XLM-Roberta pre-training model based on the data sets provided by the host, Spanish, and obtained good results. The F1 score of our model in Spanish tasks reached 0.7053 and ranking seventh. © 2021 CEUR-WS. All rights reserved.",Yes,"The paper is written in English and appears in the CEUR Workshop Proceedings, which is a peer‑reviewed venue for workshop articles. It directly investigates an automated, pre‑training language model (XLM‑Roberta) for detecting fake news in Spanish, a task that entails assessing the veracity of claims within the fact‑checking and misinformation detection context. The study reports an evaluation using the F1‑score (0.7053), providing clear metrics for the truthfulness assessment. Consequently, the work satisfies all inclusion criteria for the systematic review.",prompt-CoT,"Yes

The paper is written in English and appears in the CEUR Workshop Proceedings, which is a peer‑reviewed venue for workshop articles. It directly investigates an automated, pre‑training language model (XLM‑Roberta) for detecting fake news in Spanish, a task that entails assessing the veracity of claims within the fact‑checking and misinformation detection context. The study reports an evaluation using the F1‑score (0.7053), providing clear metrics for the truthfulness assessment. Consequently, the work satisfies all inclusion criteria for the systematic review."
