id,source,query,doi,url,title,author,year,keywords,series,venue,location,citations_number,paper_type,abstract,model_answer,model_explanation,version,raw_llm_output
2629,Scopus,/Information Authenticity Detection,10.1109/ICIDCA56705.2023.10099546,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159075983&doi=10.1109%2fICIDCA56705.2023.10099546&partnerID=40&md5=771d69abe95c6d4aa9e218b23c68d05f,Face Manipulation Detection in Images using Inception Layers and Graph Convolutional Networks,Mahendroo A.; Beri A.; Kaushal A.,2023,Convolutional Neural Network; Graph Convolutional Network; Image Manipulation; Network Architecture,,"International Conference on Innovative Data Communication Technologies and Application, ICIDCA 2023 - Proceedings",,0.0,Conference paper,"Recently, there has been an upsurge in the availability and advancement of technologies that can morph images. With the advancement in machine learning and deep learning methods, it is now increasingly difficult to detect which image is real or manipulated generated by the latest technologies. When done nonconsensually, images of manipulated faces can harm people's public image and warrant the development of a method that can contrast authentic images from morphed ones. Therefore, image manipulation detection is paramount for regulating online video frame/image data and protecting their authenticity. This study has generated the latest tampered image dataset and subsequently pioneered an efficient model of a two-fold contribution based on Inception Layers with a Graph Convolutional Network (GCN). The Inception layers consist of several convolutional layers of incrementally increasing kernel sizes that help capture morphological information, which GCN processes to capture the relationship between features, followed by a dense layer module. Further, this study conduct experiments on the proposed dataset and compare the results of the proposed method with existing techniques. The result shows that the proposed approach yields better accuracy than the existing state-of-the-art methods.  © 2023 IEEE.",Yes,"The paper titled “Face Manipulation Detection in Images using Inception Layers and Graph Convolutional Networks” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears as a peer‑reviewed IEEE conference proceeding. The study directly investigates automated techniques for assessing the authenticity (truthfulness) of facial images, which is a form of veracity assessment within the broader domain of misinformation detection. The authors evaluate their method using quantitative metrics such as accuracy, comparing it against existing approaches, thereby providing concrete evaluation of truthfulness assessment. Consequently, the paper offers a relevant technical contribution to the evaluation of truthfulness in fact‑checking contexts.",prompt-CoT,"Yes

The paper titled “Face Manipulation Detection in Images using Inception Layers and Graph Convolutional Networks” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears as a peer‑reviewed IEEE conference proceeding. The study directly investigates automated techniques for assessing the authenticity (truthfulness) of facial images, which is a form of veracity assessment within the broader domain of misinformation detection. The authors evaluate their method using quantitative metrics such as accuracy, comparing it against existing approaches, thereby providing concrete evaluation of truthfulness assessment. Consequently, the paper offers a relevant technical contribution to the evaluation of truthfulness in fact‑checking contexts."
3259,ACM,Fake News Veracity Detection,10.1145/3555562,https://doi.org/10.1145/3555562,The Effects of AI-based Credibility Indicators on the Detection and Spread of Misinformation under Social Influence,"Lu, Zhuoran and Li, Patrick and Wang, Weilong and Yin, Ming",2022,"social influence, misinformation, human-ai interaction, fake news, artificial intelligence",,Proc. ACM Hum.-Comput. Interact.,,0.0,,"Misinformation on social media has become a serious concern. Marking news stories with credibility indicators, possibly generated by an AI model, is one way to help people combat misinformation. In this paper, we report the results of two randomized experiments that aim to understand the effects of AI-based credibility indicators on people's perceptions of and engagement with the news, when people are under social influence such that their judgement of the news is influenced by other people. We find that the presence of AI-based credibility indicators nudges people into aligning their belief in the veracity of news with the AI model's prediction regardless of its correctness, thereby changing people's accuracy in detecting misinformation. However, AI-based credibility indicators show limited impacts on influencing people's engagement with either real news or fake news when social influence exists. Finally, it is shown that when social influence is present, the effects of AI-based credibility indicators on the detection and spread of misinformation are larger as compared to when social influence is absent, when these indicators are provided to people before they form their own judgements about the news. We conclude by providing implications for better utilizing AI to fight misinformation.",Yes,"The paper titled “The Effects of AI-based Credibility Indicators on the Detection and Spread of Misinformation under Social Influence” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the peer‑reviewed ACM Human‑Computer Interaction conference proceedings. The study directly investigates AI‑generated credibility indicators that predict the veracity of news items, examining how these indicators affect people’s ability to detect misinformation—a clear truthfulness assessment task within the fact‑checking domain. The experiments report quantitative outcomes such as changes in participants’ accuracy at detecting misinformation, providing evaluation metrics for the truthfulness assessment approach. Consequently, the paper offers a relevant contribution to the understanding and measurement of truthfulness in fact‑checking.",prompt-CoT,"Yes
The paper titled “The Effects of AI-based Credibility Indicators on the Detection and Spread of Misinformation under Social Influence” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the peer‑reviewed ACM Human‑Computer Interaction conference proceedings. The study directly investigates AI‑generated credibility indicators that predict the veracity of news items, examining how these indicators affect people’s ability to detect misinformation—a clear truthfulness assessment task within the fact‑checking domain. The experiments report quantitative outcomes such as changes in participants’ accuracy at detecting misinformation, providing evaluation metrics for the truthfulness assessment approach. Consequently, the paper offers a relevant contribution to the understanding and measurement of truthfulness in fact‑checking."
1948,ACM,Fake News Authenticity Detection,10.1145/3581971.3581985,https://doi.org/10.1145/3581971.3581985,A Blockchain-based Framework for News Fine-grained Detection and Management,"Han, Huijian and Chen, Peidong and Yang, Feng and Zhang, Rui",2023,"Blockchain, Fake-news, News detection, Smart contract, Social media",ICBTA '22,Proceedings of the 2022 5th International Conference on Blockchain Technology and Applications,"Xi'an, China",0.0,,"The development of the Internet has revolutionized the news industry. While bringing various advantages, it has also caused an overflow of fake and malicious news, which has damaged social and economic benefits. In recent years, new news detection schemes are constantly proposed. In the scheme based on artificial detection, blockchain has become an important infrastructure and tool. Because blockchain is open, transparent, tamper-resistant, and traceable, it has important use value in the scenario of artificial detection, which requires the consensus of multiple entities. However, most of the current blockchain-based solutions focus on ex-ante detection, and they do not implement fine-grained detection division. Obviously, one validator cannot detect the authenticity of all types of news, which leads to a reduction in the credibility of the detection results. In this paper, we propose a framework for news full lifecycle management. First, the news is matched with the professional validators through a fine-grained detection control strategy. Then, based on sealed bid auction and secret sharing technology, a Six-stage Submission Protocol is proposed, which places the validator's consensus process off-chain, saving transaction costs and ensuring the credibility of the detection results. We analyzed the cost and performance of the proposed framework, and the results proved its correctness and feasibility.",Yes,"The paper titled ""A Blockchain-based Framework for News Fine-grained Detection and Management"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates an automated, blockchain‑enabled approach for detecting fake and malicious news, which constitutes an assessment of veracity and credibility in the context of misinformation detection. Furthermore, the study contributes a conceptual framework for fine‑grained detection control and a six‑stage submission protocol, providing a theoretical structure for evaluating truthfulness in fact‑checking workflows. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""A Blockchain-based Framework for News Fine-grained Detection and Management"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates an automated, blockchain‑enabled approach for detecting fake and malicious news, which constitutes an assessment of veracity and credibility in the context of misinformation detection. Furthermore, the study contributes a conceptual framework for fine‑grained detection control and a six‑stage submission protocol, providing a theoretical structure for evaluating truthfulness in fact‑checking workflows. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
856,Scopus,/Fake News Authenticity Detection,10.1007/978-3-031-53731-8_19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186644863&doi=10.1007%2f978-3-031-53731-8_19&partnerID=40&md5=d1121526377c28f31df1ab4607a74489,MTL‑rtFND: Multimodal Transfer Learning for Real-Time Fake News Detection on Social Media,Patel S.; Surati S.,2024,Large Language Models; Real Time Fake News Detection; Transfer Learning,,Communications in Computer and Information Science,,0.0,Conference paper,"Social media platforms have become crucial channels for the rapid dissemination of news in various formats, including text, images, audio, and video. Ensuring the authenticity of news content at primary stage is crucial to prevent the spread of false information. In order to gather semantic and contextual data for the identification of false news, current state-of-the-art majorly concentrated on text-based techniques, leveraging pre-trained word embedding and language models. However, these approaches suffer from the limitations viz. inefficiency in extracting context-based features, reliance on pre-trained models trained on more compact corpora, and static-masking utilization. In order to get over these issues, a new Framework for Transfer Learning based on Content for real-time False or Fake News Detection (MTL-rtFND) that integrates multimodal transfer learning methodologies has been proposed in this paper. It consists of a Data preprocessing block, Multimodal Feature Extraction Block (MFEB) and a Classification Block (CB). In the MFEB, a multimodal pre-trained mode, such as a fusion of visual and textual representations is leveraged to efficiently capture context-based features. This pre-trained model is trained on larger-scale multimodal datasets, enabling the extraction of richer contextual information. The resulting multimodal feature vectors from the MFEB are fed into the CB that employs a real time classification of news articles as fake or legitimate using deep neural network. The proposed MTL-rtFND model evaluation for real world datasets, demonstrating its effectiveness for real-time detection of fake news. The experimental results show significant improvements compared to state-of-the-art methods, obtaining an average gain in accuracy of 6.34% across multiple text embedding techniques. The findings demonstrate the capacity of multimodal transfer learning to improve fake news detection in real-time scenarios, thus contributing to mitigate the undesirable impact of misinformation on social media platforms. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",Yes,"The paper titled “MTL‑rtFND: Multimodal Transfer Learning for Real-Time Fake News Detection on Social Media” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the peer‑reviewed venue Communications in Computer and Information Science, indicating a legitimate conference proceeding. The work directly investigates an automated technique for assessing the veracity of news claims—classifying articles as fake or legitimate—in the context of misinformation detection on social media. The study reports evaluation results using accuracy (and mentions improvements over state‑of‑the‑art methods), thereby providing concrete metrics for truthfulness assessment. Consequently, the paper offers a relevant technical contribution to truthfulness assessment in fact‑checking.",prompt-CoT,"Yes
The paper titled “MTL‑rtFND: Multimodal Transfer Learning for Real-Time Fake News Detection on Social Media” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the peer‑reviewed venue Communications in Computer and Information Science, indicating a legitimate conference proceeding. The work directly investigates an automated technique for assessing the veracity of news claims—classifying articles as fake or legitimate—in the context of misinformation detection on social media. The study reports evaluation results using accuracy (and mentions improvements over state‑of‑the‑art methods), thereby providing concrete metrics for truthfulness assessment. Consequently, the paper offers a relevant technical contribution to truthfulness assessment in fact‑checking."
1680,Scopus,/Information Truthfulness Detection,10.18653/v1/2024.findings-acl.645,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205323641&doi=10.18653%2fv1%2f2024.findings-acl.645&partnerID=40&md5=d490ae5f4f45204edf34e0f1f448e200,Truth-Aware Context Selection: Mitigating Hallucinations of Large Language Models Being Misled by Untruthful Contexts,Yu T.; Zhang S.; Feng Y.,2024,,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,0.0,Conference paper,"Although Large Language Models (LLMs) have demonstrated impressive text generation capabilities, they are easily misled by untruthful contexts provided by users or knowledge augmentation tools, leading to hallucinations. To alleviate LLMs from being misled by untruthful context and take advantage of knowledge augmentation, we propose Truth-Aware Context Selection (TACS), a lightweight method to adaptively recognize and mask untruthful context from the inputs. TACS begins by performing truth detection on the input context, leveraging the parameterized knowledge within the LLM. Subsequently, it constructs a corresponding attention mask based on the truthfulness of each position, selecting the truthful context and discarding the untruthful context. Additionally, we introduce a new evaluation metric, Disturbance Adaption Rate, to further study the LLMs' ability to accept truthful information and resist untruthful information. Experimental results indicate that TACS can effectively filter untruthful context and significantly improve the overall quality of LLMs' responses when presented with misleading information. © 2024 Association for Computational Linguistics.",Yes,"The paper titled ""Truth-Aware Context Selection: Mitigating Hallucinations of Large Language Models Being Misled by Untruthful Contexts"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding published in the Proceedings of the Annual Meeting of the Association for Computational Linguistics, indicating that it is a legitimate publication type. The paper directly investigates an automated technique—Truth‑Aware Context Selection (TACS)—that performs truth detection on input contexts and masks untruthful information, thereby assessing truthfulness in the context of mitigating misinformation and hallucinations in large language models. Additionally, the study introduces a new evaluation metric, Disturbance Adaptation Rate, to measure the model’s ability to accept truthful information and resist untruthful information, providing a clear metric for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking and misinformation detection.",prompt-CoT,"Yes

The paper titled ""Truth-Aware Context Selection: Mitigating Hallucinations of Large Language Models Being Misled by Untruthful Contexts"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding published in the Proceedings of the Annual Meeting of the Association for Computational Linguistics, indicating that it is a legitimate publication type. The paper directly investigates an automated technique—Truth‑Aware Context Selection (TACS)—that performs truth detection on input contexts and masks untruthful information, thereby assessing truthfulness in the context of mitigating misinformation and hallucinations in large language models. Additionally, the study introduces a new evaluation metric, Disturbance Adaptation Rate, to measure the model’s ability to accept truthful information and resist untruthful information, providing a clear metric for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking and misinformation detection."
1702,Scopus,/Information Veracity Assessment,10.1016/j.jamda.2024.105178,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201289663&doi=10.1016%2fj.jamda.2024.105178&partnerID=40&md5=72f3e2f198d459ab4240c3545816eb2d,Fact Check: Assessing the Response of ChatGPT to Alzheimer's Disease Myths,Huang S.S.; Song Q.; Beiting K.J.; Duggan M.C.; Hines K.; Murff H.; Leung V.; Powers J.; Harvey T.S.; Malin B.; Yin Z.,2024,Alzheimer's disease; ChatGPT; large language models; misinformation,,Journal of the American Medical Directors Association,,0.0,Article,"Introduction: There are many myths regarding Alzheimer's disease (AD) that have been circulated on the internet, each exhibiting varying degrees of accuracy, inaccuracy, and misinformation. Large language models, such as ChatGPT, may be a valuable tool to help assess these myths for veracity and inaccuracy; however, they can induce misinformation as well. Objective: This study assesses ChatGPT's ability to identify and address AD myths with reliable information. Methods: We conducted a cross-sectional study of attending geriatric medicine clinicians' evaluation of ChatGPT (GPT 4.0) responses to 16 selected AD myths. We prompted ChatGPT to express its opinion on each myth and implemented a survey using REDCap to determine the degree to which clinicians agreed with the accuracy of each of ChatGPT's explanations. We also collected their explanations of any disagreements with ChatGPT's responses. We used a 5-category Likert-type scale with a score ranging from −2 to 2 to quantify clinicians' agreement in each aspect of the evaluation. Results: The clinicians (n = 10) were generally satisfied with ChatGPT's explanations. Among the 16 myths, the clinicians were generally satisfied with these explanations, with [mean (SD) score of 1.1(±0.3)]. Most clinicians selected “Agree” or “Strongly Agree” for each statement. Some statements obtained a small number of “Disagree” responses. There were no “Strongly Disagree” responses. Conclusion: Most surveyed health care professionals acknowledged the potential value of ChatGPT in mitigating AD misinformation; however, the need for more refined and detailed explanations of the disease's mechanisms and treatments was highlighted. © 2024 The Authors",Yes,"The paper titled ""Fact Check: Assessing the Response of ChatGPT to Alzheimer's Disease Myths"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed journal article published in the Journal of the American Medical Directors Association, indicating that it is a legitimate publication type. The paper directly investigates the truthfulness assessment of large‑language‑model generated explanations for Alzheimer's disease myths, evaluating how accurately ChatGPT identifies and addresses misinformation in a fact‑checking context. Moreover, the study reports quantitative evaluation metrics, using a 5‑category Likert‑type scale (ranging from –2 to 2) and reporting mean and standard deviation scores to quantify clinicians’ agreement with ChatGPT’s responses, thereby providing a clear metric‑based assessment of veracity. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Fact Check: Assessing the Response of ChatGPT to Alzheimer's Disease Myths"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed journal article published in the Journal of the American Medical Directors Association, indicating that it is a legitimate publication type. The paper directly investigates the truthfulness assessment of large‑language‑model generated explanations for Alzheimer's disease myths, evaluating how accurately ChatGPT identifies and addresses misinformation in a fact‑checking context. Moreover, the study reports quantitative evaluation metrics, using a 5‑category Likert‑type scale (ranging from –2 to 2) and reporting mean and standard deviation scores to quantify clinicians’ agreement with ChatGPT’s responses, thereby providing a clear metric‑based assessment of veracity. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
167,ACM,Claim Truthfulness Detection,10.1145/3626772.3657679,https://doi.org/10.1145/3626772.3657679,Truth-O-Meter: Handling Multiple Inconsistent Sources Repairing LLM Hallucinations,"Galitsky, Boris and Chernyavskiy, Anton and Ilvovsky, Dmitry",2024,"evidence retrieval, fact-checking, hallucinations detection, llms",SIGIR '24,Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,"Washington DC, USA",0.0,,"Large Language Models (LLM) often produce text with incorrect facts and hallucinations. To address this issue, we developed a fact-checking system Truth-O-Meter12 which verifies LLM results on the Internet and other sources of information to detect wrong claims/facts and proposes corrections for them. NLP and reasoning techniques such as Abstract Meaning Representation and syntactic alignment are applied to match hallucinating sentences with truthful ones. To handle inconsistent sources while fact-checking, we rely on argumentation analysis in the form of defeasible logic programming, selecting the most authoritative source. Our evaluation shows that LLM content can be substantially improved for factual correctness and meaningfulness on an industrial scale.",Yes,"The paper is written in English and appears as a peer‑reviewed conference proceeding (SIGIR 2024). It directly investigates an automated fact‑checking system (Truth‑O‑Meter) that assesses the truthfulness of statements generated by large language models, detecting hallucinations and proposing corrected claims, which places the work squarely in the context of truthfulness assessment for fact‑checking. The study introduces a conceptual framework based on argumentation analysis and defeasible logic programming to handle multiple inconsistent sources and select the most authoritative evidence, and it reports an evaluation demonstrating substantial improvements in factual correctness, thereby providing the required methodological contribution and assessment of truthfulness.",prompt-CoT,"Yes
The paper is written in English and appears as a peer‑reviewed conference proceeding (SIGIR 2024). It directly investigates an automated fact‑checking system (Truth‑O‑Meter) that assesses the truthfulness of statements generated by large language models, detecting hallucinations and proposing corrected claims, which places the work squarely in the context of truthfulness assessment for fact‑checking. The study introduces a conceptual framework based on argumentation analysis and defeasible logic programming to handle multiple inconsistent sources and select the most authoritative evidence, and it reports an evaluation demonstrating substantial improvements in factual correctness, thereby providing the required methodological contribution and assessment of truthfulness."
6136,ACM,Claim Veracity Detection1,10.1145/3308558.3313718,https://doi.org/10.1145/3308558.3313718,Reply-Aided Detection of Misinformation via Bayesian Deep Learning,"Zhang, Qiang and Lipani, Aldo and Liang, Shangsong and Yilmaz, Emine",2019,"bayesian analysis, deep learning, misinformation detection",WWW '19,The World Wide Web Conference,"San Francisco, CA, USA",0.0,,"Social media platforms are a plethora of misinformation and its potential negative influence on the public is a growing concern. This concern has drawn the attention of the research community on developing mechanisms to detect misinformation. The task of misinformation detection consists of classifying whether a claim is True or False. Most research concentrates on developing machine learning models, such as neural networks, that outputs a single value in order to predict the veracity of a claim. One of the major problem faced by these models is the inability of representing the uncertainty of the prediction, which is due incomplete or finite available information about the claim being examined. We address this problem by proposing a Bayesian deep learning model. The Bayesian model outputs a distribution used to represent both the prediction and its uncertainty. In addition to the claim content, we also encode auxiliary information given by people's replies to the claim. First, the model encodes a claim to be verified, and generate a prior belief distribution from which we sample a latent variable. Second, the model encodes all the people's replies to the claim in a temporal order through a Long Short Term Memory network in order to summarize their content. This summary is then used to update the prior belief generating the posterior belief. Moreover, in order to train this model, we develop a Stochastic Gradient Variational Bayes algorithm to approximate the analytically intractable posterior distribution. Experiments conducted on two public datasets demonstrate that our model outperforms the state-of-the-art detection models.",Yes,"The paper titled “Reply-Aided Detection of Misinformation via Bayesian Deep Learning” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the peer‑reviewed proceedings of The World Wide Web Conference, indicating a legitimate publication venue. The work directly investigates an automated technique for assessing the truthfulness of claims—classifying them as true or false—in the context of misinformation detection, which aligns with fact‑checking. Moreover, the study reports experimental results on public datasets and compares its Bayesian deep learning model against state‑of‑the‑art detection models using standard evaluation metrics such as accuracy (and likely precision, recall, F1‑score), thereby providing a clear quantitative assessment of truthfulness. Consequently, the paper contributes relevant methodological and evaluative insights for truthfulness assessment in fact‑checking.",prompt-CoT,"Yes
The paper titled “Reply-Aided Detection of Misinformation via Bayesian Deep Learning” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the peer‑reviewed proceedings of The World Wide Web Conference, indicating a legitimate publication venue. The work directly investigates an automated technique for assessing the truthfulness of claims—classifying them as true or false—in the context of misinformation detection, which aligns with fact‑checking. Moreover, the study reports experimental results on public datasets and compares its Bayesian deep learning model against state‑of‑the‑art detection models using standard evaluation metrics such as accuracy (and likely precision, recall, F1‑score), thereby providing a clear quantitative assessment of truthfulness. Consequently, the paper contributes relevant methodological and evaluative insights for truthfulness assessment in fact‑checking."
7788,Scopus,/Fake News Truthfulness Evaluation,10.1109/UEMCON.2017.8248986,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046359798&doi=10.1109%2fUEMCON.2017.8248986&partnerID=40&md5=056fe99a29cb15372dce975669c0045d,Addressing fake news: Open standards & easy identification,Hyman J.,2017,Civil discourse; Fake news; Internet; Misinformation; News media; Rating; Truthfulness,,"2017 IEEE 8th Annual Ubiquitous Computing, Electronics and Mobile Communication Conference, UEMCON 2017",,2.0,Conference paper,Fake news proliferation and distrust in news media has become an endemic problem in the American society and has aided in the corruption of civil political discourse. The formation of a standard and subsequent implementation using automated algorithmic processes will provide unbiased ratings and evaluations of online news media truthfulness in the form of easy-to-understand scores. This easily accessible information will aid in the reduction of fake news proliferation and help produce a more informed electorate. © 2017 IEEE.,Yes,"The paper titled “Addressing fake news: Open standards & easy identification” should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, satisfying the language requirement. Secondly, it appears in the IEEE UEMCON 2017 conference proceedings, which is a peer‑reviewed venue. The paper directly investigates automated algorithmic processes for providing unbiased ratings and evaluations of online news media truthfulness, placing the work squarely in the context of fact‑checking and misinformation detection. Moreover, it contributes a conceptual framework by proposing open standards and easy‑to‑understand scores for assessing truthfulness, thereby fulfilling the requirement for a theoretical or methodological contribution to truthfulness evaluation. Consequently, the paper offers a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled “Addressing fake news: Open standards & easy identification” should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, satisfying the language requirement. Secondly, it appears in the IEEE UEMCON 2017 conference proceedings, which is a peer‑reviewed venue. The paper directly investigates automated algorithmic processes for providing unbiased ratings and evaluations of online news media truthfulness, placing the work squarely in the context of fact‑checking and misinformation detection. Moreover, it contributes a conceptual framework by proposing open standards and easy‑to‑understand scores for assessing truthfulness, thereby fulfilling the requirement for a theoretical or methodological contribution to truthfulness evaluation. Consequently, the paper offers a relevant contribution to the field of truthfulness assessment in fact‑checking."
885,Scopus,/Fake News Authenticity Detection,10.1063/5.0211567,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194170412&doi=10.1063%2f5.0211567&partnerID=40&md5=9207021ecb375d60ecc94c9acdbc0f76,Detecting fake news in social media networks with deep learning techniques,Jonnapalli T.R.; Selvi M.,2024,,,AIP Conference Proceedings,,0.0,Conference paper,"In Today's internet world, detecting Fake News is facing a difficult task. Data integrity has been of maximum importance in the current news era due to the extensive range of free text. Therefore, generating and developing fraudulent information is more painless than ever. The spreading of such fake news influences society from diverse inappropriate views. Online Social Networks has become increasingly popular to obtain news and information on the internet due to their widespread uses. However, false information has been spread widely due to the internet's rapid growth. As a result, detecting fabricated information is critical in our present culture. As a resolution, in this paper, a Deep learning approach is suggested to confirm the trustworthiness of news. It is also proposed as a Multimodal faked information detection method that utilizes both the textual and graphical content of the data to determine its authenticity. The first step is to pretrain the BERT model to achieve the textual feature representation vector. As a second step, pretraining the VGG-19 model generates a visual characteristic representation vector. Two MCBP (Multimodal Compact Bilinear Pooling) modules have been created based on the proposed methodology. Graphic feature representation vectors with alerts are obtained using the first MCBP module. MCBP's second module combines the visual feature with the attention process and the vector of textual elements. With a second MCBP module, the attention process and a textual feature vector are utilized to input visual quality. You may be able to exploit the linked vector to your advantage in detecting fake information. In this article, a comparison is performed between the proposed method and two standard methods. EANN and Spot Fake approaches have been compared in this work, and it has been found that the proposed strategy in this article outperforms both in terms of accuracy, precision, and recall.  © 2024 Author(s).",Yes,"The paper is written in English and appears in the AIP Conference Proceedings, a peer‑reviewed venue. It directly investigates an automated deep‑learning, multimodal approach for assessing the truthfulness of news claims—i.e., detecting fake news—in the context of misinformation detection. The study evaluates its method against existing baselines and reports standard evaluation metrics such as accuracy, precision, and recall, thereby providing a clear quantitative assessment of truthfulness. Consequently, the paper satisfies all inclusion criteria for the systematic review.",prompt-CoT,"Yes

The paper is written in English and appears in the AIP Conference Proceedings, a peer‑reviewed venue. It directly investigates an automated deep‑learning, multimodal approach for assessing the truthfulness of news claims—i.e., detecting fake news—in the context of misinformation detection. The study evaluates its method against existing baselines and reports standard evaluation metrics such as accuracy, precision, and recall, thereby providing a clear quantitative assessment of truthfulness. Consequently, the paper satisfies all inclusion criteria for the systematic review."
5381,ACM,Fake News Veracity Detection,10.1145/3366423.3380054,https://doi.org/10.1145/3366423.3380054,VRoC: Variational Autoencoder-aided Multi-task Rumor Classifier Based on Text,"Cheng, Mingxi and Nazarian, Shahin and Bogdan, Paul",2020,"Fake News, False Rumors, LSTM., Misinformation, Rumor Detection, Rumor Tracking, Stance Classification, Text Mining, Variational Autoencoder, Veracity Classification",WWW '20,Proceedings of The Web Conference 2020,"Taipei, Taiwan",0.0,,"Social media became popular and percolated almost all aspects of our daily lives. While online posting proves very convenient for individual users, it also fosters fast-spreading of various rumors. The rapid and wide percolation of rumors can cause persistent adverse or detrimental impacts. Therefore, researchers invest great efforts on reducing the negative impacts of rumors. Towards this end, the rumor classification system aims to to detect, track, and verify rumors in social media. Such systems typically include four components: (i) a rumor detector, (ii) a rumor tracker, (iii) a stance classifier, and (iv) a veracity classifier. In order to improve the state-of-the-art in rumor detection, tracking, and verification, we propose VRoC, a tweet-level variational autoencoder-based rumor classification system. VRoC consists of a co-train engine that trains variational autoencoders (VAEs) and rumor classification components. The co-train engine helps the VAEs to tune their latent representations to be classifier-friendly. We also show that VRoC is able to classify unseen rumors with high levels of accuracy. For the PHEME dataset, VRoC consistently outperforms several state-of-the-art techniques, on both observed and unobserved rumors, by up to 26.9%, in terms of macro-F1 scores.",Yes,"The paper titled “VRoC: Variational Autoencoder-aided Multi-task Rumor Classifier Based on Text” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears as a peer‑reviewed conference proceeding (The Web Conference 2020). The work directly investigates automated techniques for assessing the truthfulness of social‑media rumors by incorporating a veracity classifier within a multi‑task rumor classification system, thereby linking truthfulness assessment to fact‑checking and misinformation detection. The study evaluates its approach using macro‑F1 scores (and reports accuracy improvements), providing clear evaluation metrics for the truthfulness assessment component. Consequently, the paper offers a relevant technical contribution to truthfulness assessment in fact‑checking.",prompt-CoT,"Yes
The paper titled “VRoC: Variational Autoencoder-aided Multi-task Rumor Classifier Based on Text” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears as a peer‑reviewed conference proceeding (The Web Conference 2020). The work directly investigates automated techniques for assessing the truthfulness of social‑media rumors by incorporating a veracity classifier within a multi‑task rumor classification system, thereby linking truthfulness assessment to fact‑checking and misinformation detection. The study evaluates its approach using macro‑F1 scores (and reports accuracy improvements), providing clear evaluation metrics for the truthfulness assessment component. Consequently, the paper offers a relevant technical contribution to truthfulness assessment in fact‑checking."
