
id,source,query,doi,url,title,author,year,keywords,series,venue,location,citations_number,paper_type,abstract,model_answer,model_explanation,version
11166,Scopus,/Information Trustworthiness Measurement,10.1109/ICACTE.2008.133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949181289&doi=10.1109%2fICACTE.2008.133&partnerID=40&md5=5cb027898831903cd3f38899646c83fb,A method on specification and verification of component interaction in real-time reactive systems,Jia Y.; Li Z.; Zhang Z.; Xie S.,2008,,,"Proceedings - 2008 International Conference on Advanced Computer Theory and Engineering, ICACTE 2008",,1,Conference paper,"We present Timed Component-Interaction Automata with Cost (TCIAC) to specify and verify component interaction behavior, timing cost and timing constraint information in component-based real-time reactive systems. TCIAC extends the description ability of component interaction automata by binding each action with a time interval and a timing cost value. The timing cost values of sequence and parallel actions can be worked out using a timing cost computing semiring we presented in this paper. TCIAC models of real-time components can be composed together based on the TCIAC composition definition. We discuss the application of TCIAC through a simple railroad crossing control system. We model the system using TCIAC for specifying and verifying the timeliness and other trustworthiness properties of component interaction. © 2008 IEEE.",No,,prompt-CoT
9183,Scopus,/Information Authenticity Detection,10.1109/ICGCCEE.2014.6921402,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910654523&doi=10.1109%2fICGCCEE.2014.6921402&partnerID=40&md5=c38335a0b8dee4d10a34d1b1f5cc4979,Image authentication using global and local features,Jothimani S.; Betty P.,2014,Forgery detection; Fragile; Image hash; Robustness; Saliency; Zernike moments,,"Proceeding of the IEEE International Conference on Green Computing, Communication and Electrical Engineering, ICGCCEE 2014",,5,Conference paper,"Image authentication is the process of proving image integrity and authenticity. Robust hashing method is developed for detecting image forgery which includes removal, insertion of objects, and abnormal color modification. Global, local and shape features are used in forming the hash. Global features are based on Zernike moments which represent luminance and chrominance characteristics of the image. The local features include position and texture information of salient regions in the image. Shape Feature provides an outstanding description of the geometric structure of shapes. Secret keys are introduced in feature extraction and hash construction. The hash value of a test image is compared with that of a reference image. When the hash distance is greater than or less than a threshold, the received image is judged as a forged image. Collision probability is very low. © 2014 IEEE.",No,,prompt-CoT
5977,Scopus,/Information Trustworthiness Evaluation,10.1109/ACCESS.2020.2991267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085112435&doi=10.1109%2fACCESS.2020.2991267&partnerID=40&md5=2ac63600817dc8d26d83cc75d09b4f1d,TIDES: A Trust-Aware IoT Data Economic System with Blockchain-Enabled Multi-Access Edge Computing,Chuang I.-H.; Huang S.-H.; Chao W.-C.; Tsai J.-S.; Kuo Y.-H.,2020,Blockchain; data economy; data trading; edge computing; Internet of Things (IoT),,IEEE Access,,22,Article,"To make good use of valuable Internet of Things (IoT) data assets, this paper proposes a trust-aware IoT data economic system (TIDES) with complete IoT data pricing, trading and protection functions. To ensure reliable and automatic data trading, the entire trading process is automatically performed by smart contracts on a hierarchical blockchain. Moreover, we develop several sophisticated methods to ensure the efficiency and service quality of TIDES. First, a complete evaluation model that takes the data trading profile and reputation into consideration is proposed for both suppliers and demanders to assess the trustworthiness of their trading partners. Second, a client-centric data value evaluation model and a game-theory-based pricing model are used to promote win-win transactions in which the demanders obtain higher quality data at an acceptable price and the suppliers receive higher profits. Third, a dispute arbitration model is invoked to detect suspicious trading and refund these payments automatically. TIDES further utilizes a multi-access edge computing (MEC) architecture to alleviate the huge burdens of IoT devices from blockchain operations, reduce the trading latency, and help mobile devices to trade IoT data. The simulation results have shown the advantages of TIDES in terms of trading time, storage overhead, data trading profit, quality data trading, pricing efficiency, and reliability on data asset management and trading. © 2013 IEEE.",No,,prompt-CoT
7053,Scopus,/Claim Truthfulness Assessment,10.21464/sp33211,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080115705&doi=10.21464%2fsp33211&partnerID=40&md5=735dcd183be578a25fc89576f8b7b8b8,Truth and politics in the age of digital media; [Istina i politika u doba digitalnih medija]; [Vérité et politique à l’ère des médias numériques]; [Wahrheit und Politik im Zeitalter digitaler Medien],Barišić P.,2018,Democracy; Digital media; Fake news; Lie; Pluriperspectivism; Politics; Post-truth era; Truth; Truthfulness,,Synthesis Philosophica,,1,Article,"With the widespread omnipresence of digital social media, the truth has lost some of its reliability and objectivity, several authors warn nowadays. In fact, when an age brings to the foreground the tensions of truthfulness and falsehood, correct information and fake news, reality and fiction, genuineness and delusion, this testifies to the unpredictability and inscrutable nature of the confusion into which public communication has been entrained. The rapid development of new media and digital technologies is causing a far-reaching process of change, especially in the field of politics. In his book on “the post-truth era”, Ralph J. Keyes announced the advent of a “fib-friendly times”, in which “more lies than ever are being told” (Keyes 2004, 4). However, the considerations in this paper rest on a more cautious and critical approach. They support a viewpoint of pluriperspectivism. The new media have surely raised a challenge to contemporary communications. Political affairs are always about certain perspectives and contributions in the constant agon or contest of truth. There is no completely neutral and non-partisan claim to truth, as some philosophers and scientists aspired to represent. Because of its particular nature, the truth can be revealed only with controversy and effort, never without participation and beyond any perspectives. Nevertheless, neither does the truth decline nor do we enter an age of post-truth. Moreover, we can argue about the question which age tends more towards the lie and fake news. Politics is not in a more difficult state today than it has ever been, nor is it in a much simpler position in terms of truth. The truth remains for politics a supporting ground and a permanent benchmark for assessment. It can be discovered only in its pluri-perspective appearance. © 2018 Hratsko Filozofsko Drustvo (Croatian Philosophical Society). All rights reserved.",No,,prompt-CoT
5298,Scopus,/Information Authenticity Evaluation,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126003444&partnerID=40&md5=2d7a188d405d1487957c1a14ef02e6b9,"2021 18th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2021",,2021,,,"2021 18th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2021",,0,Conference review,The proceedings contain 124 papers. The topics discussed include: the common and distinct altered functional activation of white matter in major and bipolar depressive disorders; evaluation model of logistics park operation service capability based on entropy weight and fuzzy comprehensive evaluation; optimized distributed linear block codes for single relay cooperative wireless communications; study on efficiency optimization strategy of central air-conditioning system; authenticity verification scheme based on tee and blockchain; EXSUMM-Viz: visual interpretation of attention model in text summarizations; and HKDP: a hybrid approach on knowledge distillation and pruning for neural network compression.,No,,prompt-CoT
9159,Scopus,/Evidence Trustworthiness Measurement,10.18546/LRE.12.3.01,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994876794&doi=10.18546%2fLRE.12.3.01&partnerID=40&md5=942ea3e957cc6441279bcad27b485480,Measuring the effectiveness of knowledge creation as a means of facilitating evidence-informed practice in early years settings in one London borough,Brown C.; Rogers S.,2014,Early years; Early Years Foundation Stage; Evidence-informed practice; Expertise in evidence use; EYFS; Knowledge creation; Measuring evidence use,,London Review of Education,,6,Article,"This paper examines our use of knowledge-creation activity as a way of developing evidenceinformed practice among a learning community of 36 early years practitioners in one London borough. It also seeks to illustrate how we approached the idea of measuring evidence use and our engagement with, and adapted use of, two separate measurement scales: the ‘ladder of research use’ and Hall and Hord’s (2015) Levels of Use scale. In doing so we examine the ‘trustworthiness’ of our approaches to measuring evidence use, which we explored via indepth semi-structured interviews. Our findings would appear to be encouraging, suggesting that knowledge-creation activity provides an effective way of communicating research and keeping it top of mind; also that our interview data would appear to support the trustworthiness of our measurement scales as a means to ascertain levels of evidence use. At the same time the approach we have developed does have its limitations, namely that it is only really applicable to situations where researchers are working regularly with practitioners on areas of practice development, where the general desire is that these areas should become evidence-informed. However, we suggest that, in school systems such as that in England - where the expectation is that schools or alliances of schools should lead their own professional development activity, often in partnership with universities - it is likely that these instances will soon be increasing in number. © 2014 Brown and Rogers.",No,,prompt-CoT
11201,Scopus,/Evidence Trustworthiness Measurement,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58449115514&partnerID=40&md5=797e339e273f7b5b0ff3defff73f25fb,Creating a trusted technology-mediated shopping environment: The role of vendor,Connolly R.,2008,Perceived competence; Perceived integrity; Trust; Trust propensity,,"MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings of ICT, Society and Human Beings 2008",,0,Conference paper,"Trust is a complex phenomenon that pervades human relations. It is essential for the success of business-to-consumer electronic commerce, where many of the tools that can be used in its absence (e.g. contracts, advance payments, insurance), may not be available. However, research as to how consumer trust can be built in an on-line environment is limited and varies considerably in terms of the dimensions of the problem that are examined. Consequently, much of our understanding of the antecedents of trust in on-line shopping context remains fragmented. This study uses a previously validated measurement instrument to investigate, in an Irish context, the existence and importance of specific perceptions and factors that are thought to predict the generation of consumer trust in Internet shopping. The research results provide evidence that Irish consumers' perception of vendor trustworthiness is the result of specific factors that it is possible for vendors to manage. © 2008 IADIS.",No,,prompt-CoT
4043,Scopus,/Information Trustworthiness Assessment,10.1016/j.oceaneng.2022.111156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127146853&doi=10.1016%2fj.oceaneng.2022.111156&partnerID=40&md5=250aa5bb9c6e3aacf7b2970b5e77bec0,Advances in nuclear power system design and fault-based condition monitoring towards safety of nuclear-powered ships,Adumene S.; Islam R.; Amin M.T.; Nitonye S.; Yazdi M.; Johnson K.T.,2022,Data-driven model; Fault detection and diagnosis; Nuclear powered shipping operations; Risk management; Small modular reactor; Trustworthiness,,Ocean Engineering,,30,Article,"The increasing need for cleaner and sustainable shipping operations, especially in the Arctic waters, has informed the rising technological advancements in ship nuclear power machinery (SNPM) design, such as the generation IV (GenIV) small modular reactor (SMR). Nuclear technology has also provided a potential alternative to decarbonization in the maritime industry. The recent design advances present safety challenges that need to be comprehensively studied and understood. The current study shows a review of the advancements in nuclear plant design and fault-based analysis towards safety in maritime operations. A systematic approach is adopted to explore the design improvements, operational challenges, fault diagnostics methodologies, and risk assessment frameworks for SNPM. While exploring the current state of knowledge on system design and fault-based risk assessment, the study highlights key research opportunities to provide a robust risk management framework towards safer nuclear-powered shipping operations, such as digitalization, resilient system design, and the internet of things (IoT). This study finds that the state of knowledge is inexhaustive and proposes a preliminary hybrid framework, able to integrate the hierarchical hazard structure into a fault-based risk aggregation methodology for risk-informed decision making in nuclear-powered shipping operations. © 2022 Elsevier Ltd",No,,prompt-CoT
7822,Scopus,/Information Authenticity Detection,10.1186/s13640-017-0236-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038880895&doi=10.1186%2fs13640-017-0236-8&partnerID=40&md5=4a98ca37127bc724fb462df6649a21ec,A framework of human detection and action recognition based on uniform segmentation and combination of Euclidean distance and joint entropy-based features selection,Sharif M.; Khan M.A.; Akram T.; Javed M.Y.; Saba T.; Rehman A.,2017,Action recognition; Feature extraction; Feature selection; Fusion; Human detection; Preprocessing; Segmentation,,Eurasip Journal on Image and Video Processing,,110,Article,"Human activity monitoring in the video sequences is an intriguing computer vision domain which incorporates colossal applications, e.g., surveillance systems, human-computer interaction, and traffic control systems. In this research, our primary focus is in proposing a hybrid strategy for efficient classification of human activities from a given video sequence. The proposed method integrates four major steps: (a) segment the moving objects by fusing novel uniform segmentation and expectation maximization, (b) extract a new set of fused features using local binary patterns with histogram oriented gradient and Harlick features, (c) feature selection by novel Euclidean distance and joint entropy-PCA-based method, and (d) feature classification using multi-class support vector machine. The three benchmark datasets (MIT, CAVIAR, and BMW-10) are used for training the classifier for human classification; and for testing, we utilized multi-camera pedestrian videos along with MSR Action dataset, INRIA, and CASIA dataset. Additionally, the results are also validated using dataset recorded by our research group. For action recognition, four publicly available datasets are selected such as Weizmann, KTH, UIUC, and Muhavi to achieve recognition rates of 95.80, 99.30, 99, and 99.40%, respectively, which confirm the authenticity of our proposed work. Promising results are achieved in terms of greater precision compared to existing techniques. © 2017, The Author(s).",No,,prompt-CoT
6391,Scopus,/Evidence Trustworthiness Assessment,10.1310/sci2501-62,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061500058&doi=10.1310%2fsci2501-62&partnerID=40&md5=6a6dbe57b8cd5babd92507b8df597235,Understanding the changing health care needs of individuals aging with spinal cord injury,Kern S.B.; Hunter L.N.; Sims A.C.; Berzins D.; Riekena H.; Andrews M.L.; Alderfer J.K.; Nelson K.; Kushner R.,2019,Aging; Barriers; Environmental supports; Health care; Health literacy; Health status; Interviews; Older adults; Outcomes; Traumatic spinal cord injury,,Topics in Spinal Cord Injury Rehabilitation,,7,Article,"Background: Individuals over age 65 are projected to account for over 20% of the general population by 2030. This trend is reflected in an increase in the age of individuals sustaining traumatic spinal cord injury (SCI). Based on current evidence, there is concern regarding the needs of older individuals aging with SCI and current health care services. Research is limited regarding factors that contribute to health status and treatment outcomes associated with aging 5 or more years post SCI. Objective: The purpose of this qualitative study was to explore changing health care needs of individuals aging with SCI and their caregivers and to identify the environmental supports and barriers to achieving long-term health and treatment outcomes. Methods: This was a phenomenological study utilizing semi-structured interviews. Inclusion criteria were age greater than 60 years old and 5 years post SCI. Between October 2014 and January 2016, 41 individuals with SCI and eight caregivers participated in the semi-structured interviews. Emergent themes and quotations were noted and analyzed using established methods. Triangulation was used to establish rigor and trustworthiness. Results: Data analysis of the interviews revealed four themes (health literacy, health services, changes with age, and environment) and 10 subthemes. Conclusion: Rehabilitation programs should consider the health literacy of older individuals with SCI and their caregivers. Similarly, these programs should be designed to allow them to identify and utilize resources in solving barriers to everyday participation. Further investigation is required to examine the macro-environmental influences (systems and policies) on the changing health care needs of individuals aging with SCI. © 2019 Thomas Land Publishers, Inc.",No,,prompt-CoT
6399,Scopus,/Evidence Trustworthiness Evaluation,10.1002/jcpy.1117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068508187&doi=10.1002%2fjcpy.1117&partnerID=40&md5=dfa23c72d2fe0708c6f9b5acd5fb7562,Disconfirming Expectations: Incorrect Imprecise (vs. Precise) Estimates Increase Source Trustworthiness and Consumer Loyalty,Pena-Marin J.; Wu R.,2019,Attitudes and persuasion; Attributions and inference making; Errors; Estimates; Expectations; Numerical information; Perception; Source evaluations; Trustworthiness,,Journal of Consumer Psychology,,14,Article,"Estimations that include numerical information are ubiquitous in our daily lives, for example, housing prices, calories, etc. In the present work, we investigate how the type of information used in an estimate, particularly its level of imprecision, influences evaluations of source trustworthiness after the target value of the estimate is revealed. Specifically, building upon prior work suggesting that (a) imprecise estimates are perceived to be less accurate than precise estimates and (b) performing below expectations results in negative source evaluations, we hypothesize that if the estimate is revealed to be incorrect, imprecise estimates (i.e., 400) elicit higher source trustworthiness than precise estimates (i.e., 417), even if the imprecise estimate is objectively more incorrect (i.e., target value: 570). In addition, we find that this effect also influences consumers’ loyalty toward the source of the estimate. Four studies and a single-paper meta-analysis offer triangulating evidence for this prediction and its underlying psychological mechanism. Overall, this work contributes to research on estimates, source evaluations, numerical information, and the influence of errors on consumer behavior. © 2019 Society for Consumer Psychology",No,,prompt-CoT
8864,Scopus,/Information Trustworthiness Assessment,10.1007/978-3-319-25645-0_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952333152&doi=10.1007%2f978-3-319-25645-0_2&partnerID=40&md5=c52026a916b374efafcb78be7fbbce69,Distance-based trustworthiness assessment for sensors in wireless sensor networks,Won J.; Bertino E.,2015,Sensor trust assessment; Sensor trust management; Trustworthiness assessment in wireless sensor networks,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,13,Conference paper,"Wireless Sensor Networks (WSNs) have been substituting for human senses to make human lives better by monitoring the environment and providing intelligence. Collected sensor data are used to make decisions as a human does. Therefore, providing trustworthy sensor data is crucial to make correct decisions. However, faulty sensors can give incorrect information. In addition, since sensors are usually deployed in unattended areas and can be compromised, cryptographic approaches are insufficient. To address this problem, we propose a distance-based trustworthiness assessment scheme. In our scheme, a centralized trust assessment module outputs an absolute trust score of each sensed value and the trust score of each sensor. The trust scores of sensed values are calculated based on the differences of sensed values provided by a sensor and its neighbors and the physical distances from the neighbors. Our simulation results show that our scheme outputs practical and accurate trust scores in a realistic environment where the sensed values of interest gradually change over the monitored areas. © Springer International Publishing Switzerland 2015.",No,,prompt-CoT
1081,Scopus,/Information Authenticity Detection,10.1039/d4ja90010c,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186171005&doi=10.1039%2fd4ja90010c&partnerID=40&md5=44e9cacbe70c9f3fba72aba093c096fb,"Atomic spectrometry update: review of advances in the analysis of clinical and biological materials, foods and beverages",Patriarca M.; Barlow N.; Cross A.; Hill S.; Robson A.; Tyson J.,2024,,,Journal of Analytical Atomic Spectrometry,,5,Review,"This update covers publications from the second half of 2022 to the middle of 2023. Advances in analytical techniques and their applications relevant to clinical and biological materials, foods and beverages are reviewed in the text, highlighting their key-features. Four tables complement the text, aiming to summarise technical details of interest for sample preparation based on extraction procedures, applications to clinical and biological materials, analysis of food and beverages and studies of food authenticity or origin. Techniques with multielement capabilities are more and more popular as they allow maximisation of the information that can be obtained from a single sample and the results are often analysed by sophisticated statistical techniques. However, the interest in single-element methods has not decreased and it is supported by the development of smart extraction and pre-concentration methods that make the most of nanomaterials. Beside more conventional applications of ICP-MS, most of the developments in the biological field are devoted to exploring the capabilities for single cell and single particle measurements. Much work is in progress, but standardization of these procedures will require more time and effort. A number of papers also reported the use of ICP-MS as a detector to support measurement of biological macromolecules. The use of LIBS, MS and X-ray for imaging, alongside other techniques, continues to attract attention, in particular for applications in support of cancer diagnosis and bioanalytical research. Applications to food and beverage samples have focused both on achieving lower limits of detection and on multiple measurement capabilities, in particular, following the interest in documenting the authenticity and origin of food products, several reviews have addressed specific aspects of the process of measuring chemical elements in biological matrices, food and beverages. Attention was also given to various techniques for micro-sampling biological fluids that would facilitate monitoring programmes with less invasive procedures. The issuing of regulations for the control of chemical elements as impurities in medicines has driven commitment to develop or improve suitable analytical methods. © 2024 The Royal Society of Chemistry.",No,,prompt-CoT
5735,Scopus,/Information Authenticity Detection,10.1088/1742-6596/1646/1/012029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096488234&doi=10.1088%2f1742-6596%2f1646%2f1%2f012029&partnerID=40&md5=17fa1ac81a7eb9c27d2e6ae29c232c28,Research on attack detection method of photovoltaic grid-connected interface device based on gradient boosting decision tree,Yao H.; He S.; Chen R.; Chen Y.; Zheng Y.; Ding K.; Zhu X.; Zhou G.; Huang Z.; Xiao S.; He H.; Pan J.; Xi W.; Yu Y.; Ning B.,2020,,,Journal of Physics: Conference Series,,0,Conference paper,"Photovoltaic grid-connected interface devices are an important class of smart devices in microgrids. The authenticity and reliability of the data they acquire, as well as the safety and stability of operation, are related to the safe and reliable operation of the entire microgrid system. However, in the context of microgrid intelligence and informatization, information / network attacks will become the norm, making network-dependent information interaction methods subject to various security risks. The photovoltaic grid-connected interface device involves an open operating environment and is extremely vulnerable to network attacks. The attack information will occupy the space or resources of the photovoltaic grid-connected interface device, making the photovoltaic grid-connected interface device unable to respond to other important requests or instructions in a timely manner, and in severe cases, will cause the device to be paralyzed and affect the normal system operation. Aiming at the above problems, this paper presents an attack detection method based on the gradient-upgraded decision tree model, and gives a detailed design process of attack detection model of the photovoltaic grid-connected interface device. That is, the important data flow in the photovoltaic grid-connected interface device is used as the input of the gradient-upgraded decision tree model, and then the gradient-upgraded decision tree model detect or classify flows, finally, intercept the data flow with attack behavior and give a warning prompt, and forward data without attack behaviors normally. © 2020 Journal of Physics: Conference Series.",No,,prompt-CoT
8834,Scopus,/Information Authenticity Verification,10.1007/978-3-319-26187-4_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949794097&doi=10.1007%2f978-3-319-26187-4_7&partnerID=40&md5=2457ba4633ea8958c0a58565db948bd6,A dynamic key length based approach for real-time security verification of big sensing data stream,Puthal D.; Nepal S.; Ranjan R.; Chen J.,2015,Big data stream; Key exchange; Security; Sensor networks,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,46,Conference paper,"The near real-time processing of continuous data flows in large scale sensor networks has many applications in risk-critical domains ranging from emergency management to industrial control systems. The problem is how to ensure end-to-end security (e.g., integrity, and authenticity) of such data stream for risk-critical applications. We refer this as an online security verification problem. Existing security techniques cannot deal with this problem because they were not designed to deal with high volume, high velocity data in real-time. Furthermore, they are inefficient as they introduce a significant buffering delay during security verification, resulting in a requirement of large buffer size for the stream processing server. To address this problem, we propose a Dynamic Key Length Based Security Framework (DLSeF) based on the shared key derived from synchronized prime numbers; the key is dynamically updated in short intervals to thwart Man in the Middle and other Network attacks. Theoretical analyses and experimental results of DLSeF framework show that it can significantly improve the efficiency of processing stream data by reducing the security verification time without compromising the security. © Springer International Publishing Switzerland 2015",No,,prompt-CoT
5346,ACM,Evidence Trustworthiness Assessment,10.1145/3419373,https://doi.org/10.1145/3419373,IP Reputation Scoring with Geo-Contextual Feature Augmentation,"Sainani, Henanksha and Namayanja, Josephine M. and Sharma, Guneeti and Misal, Vasundhara and Janeja, Vandana P.",2020,"heterogeneous features, geo-contextual, cybersecurity, IP reputation scoring, Clustering",,ACM Trans. Manage. Inf. Syst.,,0,,"The focus of this article is to present an effective anomaly detection model for an encrypted network session by developing a novel IP reputation scoring model that labels the incoming session IP address based on the most similar IP addresses in terms of both network and geo-contextual knowledge. We provide empirical evidence that considering not only traditional network information but also geo-contextual information provides better threat assessment. The reputation scores provide a means to quantitatively capture good and bad IP behavior, making our model ideal for detecting malicious network behavior. With network encryption being the most practical solution to data security and privacy today, our approach expands the network administrator's ability to make decisions about IP addresses’ trustworthiness in an encrypted session with limited network information.",No,,prompt-CoT
9446,ACM,Information Trustworthiness Evaluation,10.1145/2462307.2462309,https://doi.org/10.1145/2462307.2462309,"IaaS cloud benchmarking: approaches, challenges, and experience","Iosup, Alexandru",2013,"service-oriented architectures, performance measures, experimental research, cloud computing, cloud benchmarking",HotTopiCS '13,Proceedings of the 2013 International Workshop on Hot Topics in Cloud Services,"Prague, Czech Republic",0,,"Over the past five years, Infrastructure-as-a-Service (IaaS) clouds have grown into the branch of ICT that offers services related to on-demand lease of storage, computation, and network. One of the major impediments in the selection and even use of (commercial) IaaS clouds is the lack of benchmarking results, that is, the lack of trustworthy quantitative information that allows (potential) cloud users to compare and reason about IaaS clouds.In this talk we discuss empirical approaches to quantitative evaluation of IaaS clouds, toward cloud benchmarking. Both industry and academia have used empirical approaches for years, but with limited success for IaaS clouds and similar systems (e.g., grids) due to the complexity and size of challenges. We present initial results of our research into cloud workload characterization, including Big Data applications. We present the lessons we have learned in developing the SkyMark framework for cloud performance evaluation and the results of our SkyMark-based investigation of three research questions: What is the performance of production IaaS cloud services? How variable is the performance of widely used production cloud services? and What is the impact on performance of the provisioning and allocation policies that interact with IaaS clouds?In contrast to previous attempts, our research combines empirical and other approaches, for example modeling and simulation, for gaining more insight; is based on a combination of short-term and multi-year measurements, for ensuring the longevity of our results; and uses large, comprehensive studies of several real clouds, for reducing the threats to validity related to the experimental environment. This presentation can also provide useful insights for fields related to benchmarking, for example experimental evaluation conducted in other large-scale distributed systems.Last but not least, we present a road-map toward cloud benchmarking and the way we plan to progress on it with other members of the RG Cloud WG of the Standard Performance Evaluation Corporation (SPEC) http://research.spec.org/working-groups/rg-cloud-working-group.html).Note: talk based on the homonym article [1].",No,,prompt-CoT
8680,DBLP,information authent,10.1007/s10916-015-0265-8,https://doi.org/10.1007/s10916-015-0265-8,A Secure User Anonymity and Authentication Scheme Using AVISPA for Telecare Medical Information Systems.,Omid Mir:::Theo P. van der Weide:::Cheng-Chi Lee,2015,,,/ J. Medical Syst.,,580,,No abstract found,No,,prompt-CoT
6447,Scopus,/Fake News Veracity Assessment,10.1177/2053951719843310,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074170366&doi=10.1177%2f2053951719843310&partnerID=40&md5=97b0d797e0a055f3250fb81664ffe944,Big Data and quality data for fake news and misinformation detection,Torabi Asr F.; Taboada M.,2019,Fake news; labelled datasets; machine learning; misinformation; text classification; topic modelling,,Big Data and Society,,106,Article,"Fake news has become an important topic of research in a variety of disciplines including linguistics and computer science. In this paper, we explain how the problem is approached from the perspective of natural language processing, with the goal of building a system to automatically detect misinformation in news. The main challenge in this line of research is collecting quality data, i.e., instances of fake and real news articles on a balanced distribution of topics. We review available datasets and introduce the MisInfoText repository as a contribution of our lab to the community. We make available the full text of the news articles, together with veracity labels previously assigned based on manual assessment of the articles’ truth content. We also perform a topic modelling experiment to elaborate on the gaps and sources of imbalance in currently available datasets to guide future efforts. We appeal to the community to collect more data and to make it available for research purposes. © The Author(s) 2019.",No,,prompt-CoT
10366,Scopus,/Information Trustworthiness Evaluation,10.1109/HISB.2011.29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81355150712&doi=10.1109%2fHISB.2011.29&partnerID=40&md5=684f87a8f4c1c8f4b25ae5af51e2e4c9,Healthcare information networks: Discovery and evaluation,Lutes J.; Park M.; Luo B.; Chen X.-W.,2011,Graph analysis; Online healthcare information,,"Proceedings - 2011 1st IEEE International Conference on Healthcare Informatics, Imaging and Systems Biology, HISB 2011",,4,Conference paper,"Large amounts of healthcare information have been made available over the Internet by various sources. To better assess both the quality and credibility of online healthcare information, it is essential to understand the properties of such information and its sources. This paper introduces a first attempt to study healthcare information distributed on the Web. In this project, we first implement a focused crawler to collect information from a variety of different healthcare-related web sites. We explore and analyze the crawled network, where patterns that were not previously visible can be observed. Our results provide insight into how healthcare information sources are related, as well as the sort of sites that are most important based on network topology. We further introduce two case-studies on user-based evaluation of quality of search results provided by commercial search engines. We show that trustworthiness is not employed in ranking search results, so that suspicious sites may sneak into top results, potentially confusing users. © 2011 IEEE.",No,,prompt-CoT
11586,ACM,Information Trustworthiness Assessment,10.1145/1076034.1076102,https://doi.org/10.1145/1076034.1076102,Evaluation of resources for question answering evaluation,"Lin, Jimmy",2005,"pooling, question answering",SIGIR '05,Proceedings of the 28th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,"Salvador, Brazil",0,,"Controlled and reproducible laboratory experiments, enabled by reusable test collections, represent a well-established methodology in modern information retrieval research. In order to confidently draw conclusions about the performance of different retrieval methods using test collections, their reliability and trustworthiness must first be established. Although such studies have been performed for ad hoc test collections, currently available resources for evaluating question answering systems have not been similarly analyzed. This study evaluates the quality of answer patterns and lists of relevant documents currently employed in automatic question answering evaluation, and concludes that they are not suitable for post-hoc experimentation. These resources, created from runs submitted by TREC QA track participants, do not produce fair and reliable assessments of systems that did not participate in the original evaluations. Potential solutions for addressing this evaluation gap and their shortcomings are discussed.",No,,prompt-CoT
5011,Scopus,/Information Authenticity Verification,10.4018/IJISP.2021040102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104075398&doi=10.4018%2fIJISP.2021040102&partnerID=40&md5=c13395fc9bf7415b6aff4c33f56621db,Fine grained decentralized access control with provable data transmission and user revocation in cloud,Kaushik S.; Gandhi C.,2021,Access control; Attribute-Based Encryption (ABE); Authentication; Cloud storage; LSSS matrix; Revocation; Security; Signature; Verification,,International Journal of Information Security and Privacy,,3,Article,"Cloud computing started a new era for IT enterprises. It allows the movement of application from local to remote location, massive data storage. Owner has access to centralized or decentralized data storage server, where data management handled by remote vendor. But, the heterogeneous and dynamic nature of cloud introduces security challenges. Among them, access control and integrity checking are most important which incur high consideration. Attribute-based encryption is one of the access control technique which allows integration of access policies, attributes, and encrypted data. In this paper, a new fine-grained decentralized data access control technique with user revocation has been proposed. Here, service provider is responsible for verifying the user authenticity. The proposed schema supports integrity checking and user revocation. The integrity checking proof validates that the user data is intact and revocation mechanism will help to revoke the user in linear time. Moreover, the proposed access control and authentication schemes are decentralized and comparable to other approaches. Copyright © 2021, IGI Global. Copying or distributing in print or electronic forms without written permission of IGI Global is prohibited. control mechanism will help the service provider to deliver the required service(s) to the intended users only. On the other hand, integrity check will help the user to make sure that received data is correct without any alteration, by a malicious attacker, between the data transition. Apart from all these security and privacy issues, law enforcement (Ruj, 2014) also needs to be done for getting the best schema.",No,,prompt-CoT
